E+Version,Climate,System,Parametric,Heating [kBtu],Cooling [kBtu],Fan [kBtu],Heat [kWh],Cool [kWh],Fan [kWh],U,SHGC,Run
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00001Table.csv,13555.86,12116.84,2543.55,3971.87,3550.2,745.26015,0.1,0.1,1
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00002Table.csv,12113.82,14312.87,3020.15,3549.35,4193.7,884.90395,0.1,0.25,2
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00003Table.csv,11145.26,16492.14,3511.79,3265.56,4832.2,1028.95447,0.1,0.4,3
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00004Table.csv,10444.62,18757.83,4033.9,3060.27,5496,1181.9327,0.1,0.55,4
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00005Table.csv,9945.26,20963.33,4561.52,2913.96,6142.3,1336.52536,0.1,0.7,5
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00006Table.csv,9559.75,23157.9,5092.46,2801.01,6785.3,1492.09078,0.1,0.85,6
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00007Table.csv,16964.27,12061.54,2633.99,4970.53,3534,771.75907,0.3,0.1,7
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00008Table.csv,15297.29,14228.05,3114.35,4482.11,4168.8,912.50455,0.3,0.25,8
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00009Table.csv,14168.63,16336.44,3597.92,4151.41,4786.6,1054.19056,0.3,0.4,9
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00010Table.csv,13338.26,18459.05,4094.63,3908.11,5408.5,1199.72659,0.3,0.55,10
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00011Table.csv,12709.58,20608.6,4612.75,3723.91,6038.3,1351.53575,0.3,0.7,11
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00012Table.csv,12229.67,22725.19,5129.89,3583.29,6658.5,1503.05777,0.3,0.85,12
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00013Table.csv,19932.02,12054.16,2715.8,5840.08,3531.9,795.7294,0.5,0.1,13
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00014Table.csv,18112.14,14192.95,3193.86,5306.86,4158.5,935.80098,0.5,0.25,14
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00015Table.csv,16857.46,16226.58,3672.67,4939.24,4754.4,1076.09231,0.5,0.4,15
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00016Table.csv,15910.29,18287.69,4160.31,4661.71,5358.3,1218.97083,0.5,0.55,16
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00017Table.csv,15185.26,20374.19,4667.18,4449.28,5969.6,1367.48374,0.5,0.7,17
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00018Table.csv,14618.7,22430.29,5172.76,4283.28,6572.1,1515.61868,0.5,0.85,18
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00019Table.csv,22449.73,12165.14,2803.99,6577.77,3564.4,821.56907,0.7,0.1,19
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00020Table.csv,20407.33,14414.63,3324.96,5979.35,4223.5,974.21328,0.7,0.25,20
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00021Table.csv,19025.6,16529.21,3822.11,5574.5,4843.1,1119.87823,0.7,0.4,21
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00022Table.csv,18039.6,18537.83,4308.43,5285.6,5431.6,1262.36999,0.7,0.55,22
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00023Table.csv,17284.3,20540.9,4798.29,5064.3,6018.5,1405.89897,0.7,0.7,23
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00024Table.csv,16697.4,22507.7,5284.21,4892.34,6594.8,1548.27353,0.7,0.85,24
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00025Table.csv,24680.33,12250.73,2884.94,7231.34,3589.5,845.28742,0.9,0.1,25
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00026Table.csv,22423.63,14659.58,3446.08,6570.12,4295.3,1009.70144,0.9,0.25,26
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00027Table.csv,20921.12,16853.15,3975.48,6129.89,4938,1164.81564,0.9,0.4,27
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00028Table.csv,19901.09,18830.8,4457.31,5831.02,5517.4,1305.99183,0.9,0.55,28
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00029Table.csv,19138.03,20749.41,4926.78,5607.44,6079.6,1443.54654,0.9,0.7,29
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00030Table.csv,18557.38,22600.09,5375.76,5437.31,6621.8,1575.09768,0.9,0.85,30
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00031Table.csv,25954.68,12332.23,2939.03,7604.72,3613.3,861.13579,1.1,0.1,31
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00032Table.csv,23612.58,14778.28,3516.65,6918.49,4330,1030.37845,1.1,0.25,32
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00033Table.csv,22069.25,16971.48,4049.38,6466.29,4972.6,1186.46834,1.1,0.4,33
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00034Table.csv,21029.66,18919.48,4525.34,6161.69,5543.4,1325.92462,1.1,0.55,34
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00035Table.csv,20259,20761.05,4976.06,5935.89,6083,1457.98558,1.1,0.7,35
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00036Table.csv,19670.65,22537.65,5407.45,5763.5,6603.5,1584.38285,1.1,0.85,36
9.5,3A,Elec,MEM+elecres+slab+1990_para00001Table.csv,47647.11,10698.49,3033.74,13960.6,3134.7,888.88582,0.1,0.1,1
9.5,3A,Elec,MEM+elecres+slab+1990_para00002Table.csv,45030.98,12543.96,3523.33,13194.08,3675.4,1032.33569,0.1,0.25,2
9.5,3A,Elec,MEM+elecres+slab+1990_para00003Table.csv,42903.16,14395.98,4015.08,12570.63,4218,1176.41844,0.1,0.4,3
9.5,3A,Elec,MEM+elecres+slab+1990_para00004Table.csv,41087.07,16351.84,4528.86,12038.51,4791.1,1326.95598,0.1,0.55,4
9.5,3A,Elec,MEM+elecres+slab+1990_para00005Table.csv,39629.48,18310.78,5052.28,11611.44,5365.1,1480.31804,0.1,0.7,5
9.5,3A,Elec,MEM+elecres+slab+1990_para00006Table.csv,38433.63,20273.8,5582.45,11261.05,5940.2,1635.65785,0.1,0.85,6
9.5,3A,Elec,MEM+elecres+slab+1990_para00007Table.csv,52800.91,10658.96,3134.68,15470.67,3123.1,918.46124,0.3,0.1,7
9.5,3A,Elec,MEM+elecres+slab+1990_para00008Table.csv,50047,12492.29,3632.49,14663.77,3660.2,1064.31957,0.3,0.25,8
9.5,3A,Elec,MEM+elecres+slab+1990_para00009Table.csv,47832.45,14305.55,4115.18,14014.91,4191.5,1205.74774,0.3,0.4,9
9.5,3A,Elec,MEM+elecres+slab+1990_para00010Table.csv,45937.91,16125.14,4610.16,13459.81,4724.7,1350.77688,0.3,0.55,10
9.5,3A,Elec,MEM+elecres+slab+1990_para00011Table.csv,44348.75,17998.73,5117.7,12994.18,5273.6,1499.4861,0.3,0.7,11
9.5,3A,Elec,MEM+elecres+slab+1990_para00012Table.csv,43033.06,19898.84,5635.41,12608.69,5830.4,1651.17513,0.3,0.85,12
9.5,3A,Elec,MEM+elecres+slab+1990_para00013Table.csv,57208.09,10668.81,3224.02,16761.97,3126,944.63786,0.5,0.1,13
9.5,3A,Elec,MEM+elecres+slab+1990_para00014Table.csv,54374.51,12467.8,3723,15931.73,3653.1,1090.839,0.5,0.25,14
9.5,3A,Elec,MEM+elecres+slab+1990_para00015Table.csv,52104.28,14206.27,4199.49,15266.55,4162.4,1230.45057,0.5,0.4,15
9.5,3A,Elec,MEM+elecres+slab+1990_para00016Table.csv,50126.56,15982.29,4688.17,14687.08,4682.8,1373.63381,0.5,0.55,16
9.5,3A,Elec,MEM+elecres+slab+1990_para00017Table.csv,48444.69,17793.93,5184.01,14194.29,5213.6,1518.91493,0.5,0.7,17
9.5,3A,Elec,MEM+elecres+slab+1990_para00018Table.csv,47038.13,19634.64,5689.43,13782.17,5752.9,1667.00299,0.5,0.85,18
9.5,3A,Elec,MEM+elecres+slab+1990_para00019Table.csv,60926.46,10761.05,3327.15,17851.45,3153,974.85495,0.7,0.1,19
9.5,3A,Elec,MEM+elecres+slab+1990_para00020Table.csv,57848.45,12671.61,3864.94,16949.6,3712.8,1132.42742,0.7,0.25,20
9.5,3A,Elec,MEM+elecres+slab+1990_para00021Table.csv,55450.72,14479.54,4366.39,16247.06,4242.5,1279.35227,0.7,0.4,21
9.5,3A,Elec,MEM+elecres+slab+1990_para00022Table.csv,53490.34,16198.4,4843.34,15672.67,4746.1,1419.09862,0.7,0.55,22
9.5,3A,Elec,MEM+elecres+slab+1990_para00023Table.csv,51812.39,17959.38,5328.07,15181.03,5262.1,1561.12451,0.7,0.7,23
9.5,3A,Elec,MEM+elecres+slab+1990_para00024Table.csv,50417.69,19701.99,5808.9,14772.38,5772.7,1702.0077,0.7,0.85,24
9.5,3A,Elec,MEM+elecres+slab+1990_para00025Table.csv,64219.78,10831.47,3415.43,18816.4,3173.6,1000.72099,0.9,0.1,25
9.5,3A,Elec,MEM+elecres+slab+1990_para00026Table.csv,60895.77,12874.6,3990.11,17842.46,3772.3,1169.10223,0.9,0.25,26
9.5,3A,Elec,MEM+elecres+slab+1990_para00027Table.csv,58372.21,14755.35,4522.26,17103.06,4323.3,1325.02218,0.9,0.4,27
9.5,3A,Elec,MEM+elecres+slab+1990_para00028Table.csv,56416.96,16475.86,4999.23,16530.17,4827.4,1464.77439,0.9,0.55,28
9.5,3A,Elec,MEM+elecres+slab+1990_para00029Table.csv,54769.47,18151.52,5461.27,16047.45,5318.4,1600.15211,0.9,0.7,29
9.5,3A,Elec,MEM+elecres+slab+1990_para00030Table.csv,53418.88,19785.22,5911.25,15651.73,5797.1,1731.99625,0.9,0.85,30
9.5,3A,Elec,MEM+elecres+slab+1990_para00031Table.csv,66106.94,10907.13,3468.63,19369.33,3195.8,1016.30859,1.1,0.1,31
9.5,3A,Elec,MEM+elecres+slab+1990_para00032Table.csv,62696.64,12981.79,4066.59,18370.12,3803.7,1191.51087,1.1,0.25,32
9.5,3A,Elec,MEM+elecres+slab+1990_para00033Table.csv,60148.85,14867.35,4599,17623.61,4356.1,1347.507,1.1,0.4,33
9.5,3A,Elec,MEM+elecres+slab+1990_para00034Table.csv,58200.41,16549.41,5072.38,17052.72,4849,1486.20734,1.1,0.55,34
9.5,3A,Elec,MEM+elecres+slab+1990_para00035Table.csv,56573.65,18147.74,5513.95,16576.08,5317.3,1615.58735,1.1,0.7,35
9.5,3A,Elec,MEM+elecres+slab+1990_para00036Table.csv,55235.06,19713.2,5945.22,16183.87,5776,1741.94946,1.1,0.85,36
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00001Table.csv,35698.25,9202.74,2465.56,10459.59,2696.4,722.40908,0.1,0.1,1
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00002Table.csv,33102.95,11088.7,2931.4,9699.16,3249,858.9002,0.1,0.25,2
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00003Table.csv,31074.29,13007.33,3415.44,9104.77,3811.1,1000.72392,0.1,0.4,3
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00004Table.csv,29434.64,15029.74,3934.56,8624.35,4403.7,1152.82608,0.1,0.55,4
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00005Table.csv,28182.72,17062.1,4457.06,8257.54,4999.2,1305.91858,0.1,0.7,5
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00006Table.csv,27186.6,19111.48,4996.77,7965.67,5599.7,1464.05361,0.1,0.85,6
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00007Table.csv,40884.26,9172.95,2566.28,11979.09,2687.7,751.92004,0.3,0.1,7
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00008Table.csv,38107.59,11037.97,3043.15,11165.52,3234.1,891.64295,0.3,0.25,8
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00009Table.csv,35948.02,12879.6,3522.64,10532.77,3773.7,1032.13352,0.3,0.4,9
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00010Table.csv,34174.88,14764.13,4012.43,10013.24,4325.9,1175.64199,0.3,0.55,10
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00011Table.csv,32759.53,16706.07,4525.24,9598.54,4894.9,1325.89532,0.3,0.7,11
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00012Table.csv,31626.33,18680.52,5051.27,9266.51,5473.4,1480.02211,0.3,0.85,12
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00013Table.csv,45342.6,9180.77,2660.42,13285.38,2690,779.50306,0.5,0.1,13
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00014Table.csv,42456.42,10991.26,3138.97,12439.73,3220.4,919.71821,0.5,0.25,14
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00015Table.csv,40213.62,12765.07,3610.36,11782.59,3740.2,1057.83548,0.5,0.4,15
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00016Table.csv,38319.7,14589.25,4092.65,11227.67,4274.7,1199.14645,0.5,0.55,16
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00017Table.csv,36776.9,16470.39,4594.42,10775.63,4825.8,1346.16506,0.5,0.7,17
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00018Table.csv,35534.81,18363.45,5104.37,10411.7,5380.5,1495.58041,0.5,0.85,18
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00019Table.csv,49114.95,9275.87,2757.14,14390.68,2717.8,807.84202,0.7,0.1,19
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00020Table.csv,45967.96,11191.28,3281.33,13468.61,3279,961.42969,0.7,0.25,20
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00021Table.csv,43589.28,13036.16,3774.84,12771.66,3819.6,1106.02812,0.7,0.4,21
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00022Table.csv,41696.26,14803.08,4252.18,12217,4337.3,1245.88874,0.7,0.55,22
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00023Table.csv,40125.56,16607.94,4738.32,11756.79,4866.1,1388.32776,0.7,0.7,23
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00024Table.csv,38869.83,18412.92,5226.69,11388.86,5395,1531.42017,0.7,0.85,24
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00025Table.csv,52461.35,9360.87,2849.28,15371.18,2742.7,834.83904,0.9,0.1,25
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00026Table.csv,49055.76,11388.5,3411.06,14373.34,3336.8,999.44058,0.9,0.25,26
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00027Table.csv,46546.81,13303.64,3935.4,13638.22,3898,1153.0722,0.9,0.4,27
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00028Table.csv,44646.69,15070.88,4409.37,13081.48,4415.8,1291.94541,0.9,0.55,28
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00029Table.csv,43081.92,16788.97,4874.22,12623,4919.2,1428.14646,0.9,0.7,29
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00030Table.csv,41846.65,18482.4,5332.9,12261.07,5415.3,1562.5397,0.9,0.85,30
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00031Table.csv,54381.08,9428.79,2908.46,15933.66,2762.6,852.17878,1.1,0.1,31
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00032Table.csv,50881.47,11495.75,3488.04,14908.27,3368.3,1021.99572,1.1,0.25,32
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00033Table.csv,48342.45,13415.37,4013.69,14164.34,3930.7,1176.01117,1.1,0.4,33
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00034Table.csv,46440.59,15130.32,4482.32,13607.09,4433.2,1313.31976,1.1,0.55,34
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00035Table.csv,44885.09,16790.73,4931.24,13151.33,4919.7,1444.85332,1.1,0.7,35
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00036Table.csv,43649.72,18410.42,5370.58,12789.37,5394.3,1573.57994,1.1,0.85,36
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00001Table.csv,18423.01,7234.95,1762.25,5397.94,2119.8,516.33925,0.1,0.1,1
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00002Table.csv,16162.06,9152.57,2191.99,4735.48,2681.7,642.25307,0.1,0.25,2
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00003Table.csv,14626.26,11139.12,2662.66,4285.49,3263.8,780.15938,0.1,0.4,3
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00004Table.csv,13564.32,13285.11,3186.37,3974.35,3892.5,933.60641,0.1,0.55,4
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00005Table.csv,12825.45,15404.85,3720.44,3757.86,4513.6,1090.08892,0.1,0.7,5
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00006Table.csv,12250.95,17534.44,4263.33,3589.53,5137.6,1249.15569,0.1,0.85,6
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00007Table.csv,23441.11,7161.58,1870.27,6868.25,2098.3,547.98911,0.3,0.1,7
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00008Table.csv,20879.03,9027.77,2310.79,6117.56,2645.1,677.06147,0.3,0.25,8
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00009Table.csv,19083.72,10931.3,2771.16,5591.53,3202.9,811.94988,0.3,0.4,9
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00010Table.csv,17783.93,12891.64,3266.69,5210.69,3777.3,957.14017,0.3,0.55,10
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00011Table.csv,16847.71,14931.29,3788.95,4936.38,4374.9,1110.16235,0.3,0.7,11
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00012Table.csv,16136.27,16992.4,4318.18,4727.93,4978.8,1265.22674,0.3,0.85,12
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00013Table.csv,27830.16,7159.14,1967.95,8154.24,2097.6,576.60935,0.5,0.1,13
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00014Table.csv,25074.7,8958.18,2413.75,7346.89,2624.7,707.22875,0.5,0.25,14
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00015Table.csv,23105.58,10769.36,2866.27,6769.93,3155.4,839.81711,0.5,0.4,15
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00016Table.csv,21601.21,12655.38,3350.73,6329.15,3708,981.76389,0.5,0.55,16
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00017Table.csv,20495.55,14621.56,3855.44,6005.2,4284.1,1129.64392,0.5,0.7,17
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00018Table.csv,19657.29,16597.22,4375.89,5759.59,4863,1282.13577,0.5,0.85,18
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00019Table.csv,31583.9,7241.76,2070.79,9254.08,2121.8,606.74147,0.7,0.1,19
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00020Table.csv,28532.85,9139.05,2554.24,8360.13,2677.7,748.39232,0.7,0.25,20
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00021Table.csv,26395.13,10998.98,3036.74,7733.77,3222.7,889.76482,0.7,0.4,21
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00022Table.csv,24829.19,12826.36,3508.22,7274.95,3758.1,1027.90846,0.7,0.55,22
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00023Table.csv,23647.46,14714.54,4004.41,6928.71,4311.4,1173.29213,0.7,0.7,23
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00024Table.csv,22759.9,16596.96,4504.51,6668.65,4862.9,1319.82143,0.7,0.85,24
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00025Table.csv,34938.25,7316.32,2162.86,10236.91,2143.7,633.71798,0.9,0.1,25
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00026Table.csv,31600.58,9321.75,2691.32,9258.97,2731.3,788.55676,0.9,0.25,26
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00027Table.csv,29312.09,11262.02,3199.74,8588.44,3299.8,937.52382,0.9,0.4,27
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00028Table.csv,27694.87,13060.47,3673.6,8114.6,3826.7,1076.3648,0.9,0.55,28
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00029Table.csv,26471.52,14856.16,4148.27,7756.16,4352.9,1215.44311,0.9,0.7,29
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00030Table.csv,25566.24,16619.49,4618.86,7490.91,4869.5,1353.32598,0.9,0.85,30
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00031Table.csv,36866.67,7386,2221.23,10801.93,2164.1,650.82039,1.1,0.1,31
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00032Table.csv,33419.47,9423.22,2770.55,9791.9,2761,811.77115,1.1,0.25,32
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00033Table.csv,31084.55,11353.59,3283.31,9107.77,3326.6,962.00983,1.1,0.4,33
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00034Table.csv,29438.5,13110.97,3749.64,8625.48,3841.5,1098.64452,1.1,0.55,34
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00035Table.csv,28192.75,14835.84,4206.27,8260.48,4346.9,1232.43711,1.1,0.7,35
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00036Table.csv,27268.43,16530.14,4653.57,7989.65,4843.3,1363.49601,1.1,0.85,36
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00001Table.csv,55373.86,11762.13,3225.5,16224.54,3446.3,945.0715,0.1,0.1,1
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00002Table.csv,52327.66,13636.03,3716.13,15332,3995.4,1088.82609,0.1,0.25,2
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00003Table.csv,49857,15517.1,4204.05,14608.1,4546.5,1231.78665,0.1,0.4,3
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00004Table.csv,47768.36,17502.46,4727.28,13996.13,5128.2,1385.09304,0.1,0.55,4
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00005Table.csv,46096.67,19465.59,5249.56,13506.32,5703.4,1538.12108,0.1,0.7,5
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00006Table.csv,44717.31,21454.74,5782.64,13102.17,6286.2,1694.31352,0.1,0.85,6
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00007Table.csv,61709.93,11694.02,3323,18081.01,3426.3,973.639,0.3,0.1,7
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00008Table.csv,58484.81,13565.41,3818.54,17136.05,3974.7,1118.83222,0.3,0.25,8
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00009Table.csv,55892.9,15381.3,4303.54,16376.62,4506.7,1260.93722,0.3,0.4,9
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00010Table.csv,53688.29,17220.33,4799.36,15730.67,5045.6,1406.21248,0.3,0.55,10
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00011Table.csv,51856.93,19125.59,5311.23,15194.08,5603.8,1556.19039,0.3,0.7,11
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00012Table.csv,50339.59,21051.69,5824.13,14749.5,6168.1,1706.47009,0.3,0.85,12
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00013Table.csv,67141.2,11666.2,3406.05,19672.37,3418.2,997.97265,0.5,0.1,13
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00014Table.csv,63811.26,13494.74,3906.61,18696.7,3954,1144.63673,0.5,0.25,14
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00015Table.csv,61144.93,15265.16,4386.21,17915.46,4472.7,1285.15953,0.5,0.4,15
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00016Table.csv,58827.38,17051.34,4873.68,17236.42,4996,1427.98824,0.5,0.55,16
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00017Table.csv,56870.21,18898.74,5367.52,16662.97,5537.3,1572.68336,0.5,0.7,17
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00018Table.csv,55242.54,20753.45,5873.8,16186.06,6080.8,1721.0234,0.5,0.85,18
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00019Table.csv,71741.45,11732.24,3505.15,21020.24,3437.5,1027.00895,0.7,0.1,19
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00020Table.csv,68114.06,13681.08,4040.16,19957.42,4008.6,1183.76688,0.7,0.25,20
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00021Table.csv,65288.89,15508.27,4542,19129.64,4543.9,1330.806,0.7,0.4,21
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00022Table.csv,62983.29,17261.32,5022.67,18454.1,5057.6,1471.64231,0.7,0.55,22
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00023Table.csv,61016.89,19028.21,5506.06,17877.95,5575.3,1613.27558,0.7,0.7,23
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00024Table.csv,59394.1,20786.92,5988.12,17402.47,6090.6,1754.51916,0.7,0.85,24
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00025Table.csv,75820.42,11791.02,3591.69,22215.38,3454.8,1052.36517,0.9,0.1,25
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00026Table.csv,71895.8,13854.79,4168.96,21065.47,4059.5,1221.50528,0.9,0.25,26
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00027Table.csv,68914.74,15772.31,4700.68,20192.02,4621.3,1377.29924,0.9,0.4,27
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00028Table.csv,66608.43,17499.56,5176.68,19516.27,5127.4,1516.76724,0.9,0.55,28
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00029Table.csv,64671.15,19192.72,5640.22,18948.65,5623.5,1652.58446,0.9,0.7,29
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00030Table.csv,63095.05,20842.3,6092.29,18486.85,6106.8,1785.04097,0.9,0.85,30
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00031Table.csv,78162.62,11851.69,3644.84,22901.65,3472.5,1067.93812,1.1,0.1,31
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00032Table.csv,74130.6,13948.64,4242.55,21720.27,4087,1243.06715,1.1,0.25,32
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00033Table.csv,71118.97,15877.7,4774.73,20837.86,4652.2,1398.99589,1.1,0.4,33
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00034Table.csv,68814.56,17569.54,5242.65,20162.67,5147.9,1536.09645,1.1,0.55,34
