E+Version,Climate,System,Parametric,Heating [kBtu],Cooling [kBtu],Fan [kBtu],Heat [kWh],Cool [kWh],Fan [kWh],U,SHGC,Run
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00021Table.csv,21352.5,16502.08,3908.76,6256.28,4835.1,1145.26668,0.7,0.4,21
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00022Table.csv,20314.39,18490.85,4384.74,5952.12,5417.8,1284.72882,0.7,0.55,22
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00023Table.csv,19489,20492.32,4873.74,5710.28,6004.2,1428.00582,0.7,0.7,23
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00024Table.csv,18834.76,22426.99,5352.37,5518.58,6571.1,1568.24441,0.7,0.85,24
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00025Table.csv,26500.77,12280.67,2955.56,7764.73,3598.2,865.97908,0.9,0.1,25
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00026Table.csv,24405.98,14659.75,3532.2,7150.95,4295.3,1034.9346,0.9,0.25,26
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00027Table.csv,22951.4,16853.47,4058.93,6724.76,4938.1,1189.26649,0.9,0.4,27
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00028Table.csv,21902.07,18829.56,4540.62,6417.31,5517.1,1330.40166,0.9,0.55,28
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00029Table.csv,21082.3,20724.83,5004.14,6177.11,6072.4,1466.21302,0.9,0.7,29
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00030Table.csv,20442.19,22548.67,5454.94,5989.56,6606.8,1598.29742,0.9,0.85,30
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00031Table.csv,27554.91,12368.72,3010.51,8073.59,3624,882.07943,1.1,0.1,31
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00032Table.csv,25395.02,14812.9,3601.9,7440.74,4340.2,1055.3567,1.1,0.25,32
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00033Table.csv,23918.08,17002.34,4137.76,7008,4981.7,1212.36368,1.1,0.4,33
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00034Table.csv,22863.29,18927.53,4609.45,6698.94,5545.8,1350.56885,1.1,0.55,34
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00035Table.csv,22046.79,20756.18,5056.23,6459.71,6081.6,1481.47539,1.1,0.7,35
9.5,2A,Elec,HOU+elecres+slab+IECC_2006_para00036Table.csv,21408.02,22511.2,5489.82,6272.55,6595.8,1608.51726,1.1,0.85,36
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00001Table.csv,12825.84,10667,2285.54,3757.97,3125.4,669.66322,0.1,0.1,1
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00002Table.csv,11449.03,12833.97,2755.89,3354.57,3760.4,807.47577,0.1,0.25,2
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00003Table.csv,10521.41,14995.42,3245.82,3082.77,4393.7,951.02526,0.1,0.4,3
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00004Table.csv,9842.84,17235.83,3772.05,2883.95,5050.1,1105.21065,0.1,0.55,4
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00005Table.csv,9349.78,19432.32,4297.35,2739.49,5693.7,1259.12355,0.1,0.7,5
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00006Table.csv,8975.05,21603.12,4823.99,2629.69,6329.7,1413.42907,0.1,0.85,6
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00007Table.csv,15716.96,10667.67,2377.57,4605.07,3125.6,696.62801,0.3,0.1,7
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00008Table.csv,14171.64,12810.23,2860.54,4152.29,3753.4,838.13822,0.3,0.25,8
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00009Table.csv,13107.37,14898.7,3342.11,3840.46,4365.3,979.23823,0.3,0.4,9
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00010Table.csv,12323.53,16996.8,3842.73,3610.79,4980.1,1125.91989,0.3,0.55,10
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00011Table.csv,11729.32,19121.34,4356.21,3436.69,5602.6,1276.36953,0.3,0.7,11
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00012Table.csv,11268.34,21244,4868.05,3301.62,6224.5,1426.33865,0.3,0.85,12
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00013Table.csv,18204.7,10708.37,2466.18,5333.98,3137.6,722.59074,0.5,0.1,13
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00014Table.csv,16550.68,12819.41,2947.81,4849.35,3756.1,863.70833,0.5,0.25,14
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00015Table.csv,15389.18,14834.55,3425.11,4509.03,4346.5,1003.55723,0.5,0.4,15
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00016Table.csv,14506.94,16874.15,3916.37,4250.53,4944.1,1147.49641,0.5,0.55,16
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00017Table.csv,13832.43,18929.91,4417.74,4052.9,5546.5,1294.39782,0.5,0.7,17
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00018Table.csv,13303.62,20996.46,4920.7,3897.96,6152,1441.7651,0.5,0.85,18
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00019Table.csv,20292.27,10855.05,2562.41,5945.64,3180.5,750.78613,0.7,0.1,19
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00020Table.csv,18457.18,13076.24,3085.23,5407.95,3831.3,903.97239,0.7,0.25,20
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00021Table.csv,17197.99,15163.15,3585.62,5039.01,4442.8,1050.58666,0.7,0.4,21
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00022Table.csv,16290.55,17144.74,4067.14,4773.13,5023.4,1191.67202,0.7,0.55,22
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00023Table.csv,15592.07,19152.46,4553.16,4568.48,5611.7,1334.07588,0.7,0.7,23
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00024Table.csv,15050.72,21103.88,5037.63,4409.86,6183.4,1476.02559,0.7,0.85,24
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00025Table.csv,22131.71,10972.56,2648.49,6484.59,3215,776.00757,0.9,0.1,25
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00026Table.csv,20118.34,13340.76,3215.9,5894.67,3908.8,942.2587,0.9,0.25,26
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00027Table.csv,18769.38,15505.33,3741.34,5499.43,4543.1,1096.21262,0.9,0.4,27
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00028Table.csv,17836.6,17481.39,4218.35,5226.12,5122,1235.97655,0.9,0.55,28
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00029Table.csv,17135.23,19376.81,4684.38,5020.62,5677.4,1372.52334,0.9,0.7,29
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00030Table.csv,16601.41,21205.71,5138.98,4864.21,6213.3,1505.72114,0.9,0.85,30
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00031Table.csv,23177.81,11073.48,2701.65,6791.1,3244.5,791.58345,1.1,0.1,31
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00032Table.csv,21095.67,13475.24,3288.46,6181.03,3948.2,963.51878,1.1,0.25,32
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00033Table.csv,19718.88,15654.39,3815.61,5777.63,4586.7,1117.97373,1.1,0.4,33
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00034Table.csv,18773.02,17585.57,4289.54,5500.49,5152.6,1256.83522,1.1,0.55,34
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00035Table.csv,18068.11,19405.87,4737.05,5293.96,5685.9,1387.95565,1.1,0.7,35
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00036Table.csv,17530.33,21159.08,5173.09,5136.39,6199.6,1515.71537,1.1,0.85,36
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00001Table.csv,28304,15783,3611,8293.01,4624.39,1058.01,0.1,0.1,1
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00002Table.csv,26570,17916,4107,7785.13,5249.39,1203.49,0.1,0.25,2
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00003Table.csv,25231,20017,4611,7392.66,5865.1,1350.96,0.1,0.4,3
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00004Table.csv,24132,22176,5125,7070.68,6497.59,1501.71,0.1,0.55,4
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00005Table.csv,23256,24299,5645,6814.02,7119.65,1654.06,0.1,0.7,5
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00006Table.csv,22541,26402,6166,6604.63,7735.81,1806.74,0.1,0.85,6
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00007Table.csv,31921,15773,3689,9352.81,4621.45,1080.97,0.3,0.1,7
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00008Table.csv,30062,17900,4199,8808.28,5244.66,1230.29,0.3,0.25,8
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00009Table.csv,28634,19933,4691,8389.72,5840.29,1374.32,0.3,0.4,9
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00010Table.csv,27461,21975,5192,8046,6438.69,1521.29,0.3,0.55,10
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00011Table.csv,26495,24033,5700,7762.89,7041.75,1670.2,0.3,0.7,11
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00012Table.csv,25701,26077,6210,7530.31,7640.62,1819.62,0.3,0.85,12
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00013Table.csv,34984,15786,3771,10250.36,4625.21,1104.94,0.5,0.1,13
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00014Table.csv,33046,17886,4281,9682.36,5240.52,1254.45,0.5,0.25,14
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00015Table.csv,31558,19860,4764,9246.43,5818.86,1395.84,0.5,0.4,15
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00016Table.csv,30311,21855,5258,8881.03,6403.49,1540.45,0.5,0.55,16
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00017Table.csv,29276,23846,5753,8577.84,6986.79,1685.59,0.5,0.7,17
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00018Table.csv,28416,25833,6251,8325.98,7568.95,1831.57,0.5,0.85,18
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00019Table.csv,37540,15891,3856,10999.09,4656.15,1129.9,0.7,0.1,19
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00020Table.csv,35410,18119,4411,10375.13,5308.85,1292.56,0.7,0.25,20
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00021Table.csv,33820,20187,4921,9909.33,5914.84,1441.8,0.7,0.4,21
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00022Table.csv,32575,22119,5401,9544.34,6480.8,1582.63,0.7,0.55,22
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00023Table.csv,31541,24055,5884,9241.65,7048.06,1724.09,0.7,0.7,23
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00024Table.csv,30690,25941,6358,8992.17,7600.74,1862.98,0.7,0.85,24
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00025Table.csv,39780,15984,3938,11655.4,4683.28,1153.78,0.9,0.1,25
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00026Table.csv,37458,18374,4530,10975.22,5383.6,1327.35,0.9,0.25,26
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00027Table.csv,35769,20510,5070,10480.39,6009.47,1485.61,0.9,0.4,27
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00028Table.csv,34517,22440,5551,10113.56,6574.79,1626.35,0.9,0.55,28
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00029Table.csv,33508,24285,6010,9817.82,7115.47,1761.02,0.9,0.7,29
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00030Table.csv,32690,26053,6454,9578.23,7633.44,1890.97,0.9,0.85,30
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00031Table.csv,41053,16064,3992,12028.61,4706.64,1169.55,1.1,0.1,31
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00032Table.csv,38661,18501,4601,11327.64,5420.93,1347.98,1.1,0.25,32
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00033Table.csv,36948,20644,5145,10825.8,6048.79,1507.46,1.1,0.4,33
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00034Table.csv,35694,22535,5617,10458.45,6602.78,1645.82,1.1,0.55,34
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00035Table.csv,34697,24309,6058,10166.25,7122.4,1775.13,1.1,0.7,35
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00036Table.csv,33888,26006,6484,9929.16,7619.72,1899.8,1.1,0.85,36
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00001Table.csv,18605.36,13388.99,2858.98,5451.37,3923,837.68114,0.1,0.1,1
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00002Table.csv,16937.42,15591.51,3340.08,4962.66,4568.3,978.64344,0.1,0.25,2
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00003Table.csv,15744.45,17770.27,3832.47,4613.12,5206.7,1122.91371,0.1,0.4,3
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00004Table.csv,14828.19,20027.07,4351.71,4344.66,5867.9,1275.05103,0.1,0.55,4
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00005Table.csv,14143.07,22240.03,4879.22,4143.92,6516.3,1429.61146,0.1,0.7,5
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00006Table.csv,13612.12,24417.14,5405.92,3988.35,7154.2,1583.93456,0.1,0.85,6
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00007Table.csv,22159.57,13349.54,2947.22,6492.75,3911.4,863.53546,0.3,0.1,7
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00008Table.csv,20314.04,15548.38,3431.86,5952.01,4555.7,1005.53498,0.3,0.25,8
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00009Table.csv,18980.25,17651.31,3921.17,5561.21,5171.8,1148.90281,0.3,0.4,9
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00010Table.csv,17954.99,19769.66,4416.52,5260.81,5792.5,1294.04036,0.3,0.55,10
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00011Table.csv,17152.19,21911.42,4931.57,5025.59,6420,1444.95001,0.3,0.7,11
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00012Table.csv,16519.31,24023.73,5446.41,4840.16,7039,1595.79813,0.3,0.85,12
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00013Table.csv,25216.48,13355.54,3021.93,7388.43,3913.2,885.42549,0.5,0.1,13
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00014Table.csv,23252.66,15506.24,3513.34,6813.03,4543.3,1029.40862,0.5,0.25,14
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00015Table.csv,21817.74,17566.83,3990.59,6392.6,5147.1,1169.24287,0.5,0.4,15
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00016Table.csv,20686.74,19620.23,4483.22,6061.21,5748.7,1313.58346,0.5,0.55,16
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00017Table.csv,19792.66,21684.78,4983.9,5799.25,6353.6,1460.2827,0.5,0.7,17
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00018Table.csv,19082.83,23751.22,5490.35,5591.27,6959.1,1608.67255,0.5,0.85,18
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00019Table.csv,27788.4,13466.63,3114.91,8142,3945.7,912.66863,0.7,0.1,19
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00020Table.csv,25614.81,15756.79,3640.28,7505.14,4616.7,1066.60204,0.7,0.25,20
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00021Table.csv,24065.4,17872.84,4145.83,7051.16,5236.7,1214.72819,0.7,0.4,21
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00022Table.csv,22908.9,19870.06,4628.57,6712.31,5821.9,1356.17101,0.7,0.55,22
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00023Table.csv,21994.73,21881.42,5118.18,6444.46,6411.3,1499.62674,0.7,0.7,23
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00024Table.csv,21272.87,23850.65,5593.34,6232.95,6988.2,1638.84862,0.7,0.85,24
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00025Table.csv,30054.66,13575.57,3192.27,8806.02,3977.6,935.33511,0.9,0.1,25
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00026Table.csv,27672.47,15991.66,3764.93,8108.03,4685.6,1103.12449,0.9,0.25,26
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00027Table.csv,26018.63,18193.89,4296.73,7623.46,5330.8,1258.94189,0.9,0.4,27
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00028Table.csv,24836.16,20183.92,4779.6,7276.99,5913.9,1400.4228,0.9,0.55,28
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00029Table.csv,23925.24,22110.69,5239.66,7010.1,6478.4,1535.22038,0.9,0.7,29
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00030Table.csv,23214.96,23946.41,5692.18,6801.98,7016.3,1667.80874,0.9,0.85,30
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00031Table.csv,31343.92,13648.23,3244.55,9183.77,3998.9,950.65315,1.1,0.1,31
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00032Table.csv,28882.73,16123.62,3836.87,8462.64,4724.2,1124.20291,1.1,0.25,32
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00033Table.csv,27198.13,18328.19,4372.74,7969.05,5370.2,1281.21282,1.1,0.4,33
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00034Table.csv,26004.63,20276.38,4847.35,7619.36,5941,1420.27355,1.1,0.55,34
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00035Table.csv,25092.27,22128.57,5289.76,7352.04,6483.7,1549.89968,1.1,0.7,35
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00036Table.csv,24378.49,23890.31,5723.89,7142.9,6999.9,1677.09977,1.1,0.85,36
