E+Version,Climate,System,Parametric,Heating [kBtu],Cooling [kBtu],Fan [kBtu],Heat [kWh],Cool [kWh],Fan [kWh],U,SHGC,Run
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00025Table.csv,30390.34,13250.10,3128.49,8904.37,3882.3,916.64757,0.9,0.1,25
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00026Table.csv,27782.66,15836.65,3730.09,8140.32,4640.1,1092.91637,0.9,0.25,26
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00027Table.csv,26243.59,17784.45,4201.96,7689.37,5210.8,1231.17428,0.9,0.4,27
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00028Table.csv,24894.33,20063.16,4751.61,7294.04,5878.5,1392.22173,0.9,0.55,28
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00029Table.csv,23986.19,21969.70,5206.41,7027.95,6437.1,1525.47813,0.9,0.7,29
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00030Table.csv,23174.76,24089.20,5725.51,6790.20,7058.1,1677.57443,0.9,0.85,30
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00031Table.csv,31663.66,13347.79,3184.41,9277.45,3910.9,933.03213,1.1,0.1,31
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00032Table.csv,28958.58,16021.42,3813.86,8484.86,4694.3,1117.46098,1.1,0.25,32
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00033Table.csv,27339.53,18078.39,4314.45,8010.48,5297.0,1264.13385,1.1,0.4,33
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00034Table.csv,25985.29,20326.67,4860.06,7613.69,5955.7,1423.99758,1.1,0.55,34
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00035Table.csv,25086.61,22160.88,5297.26,7350.38,6493.1,1552.09718,1.1,0.7,35
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00036Table.csv,24308.87,24117.67,5777.41,7122.50,7066.5,1692.78113,1.1,0.85,36
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00001Table.csv,13815.95,11788.94,2486.23,4048.07,3454.2,728.46539,0.1,0.1,1
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00002Table.csv,12285.40,13943.55,2945.82,3599.62,4085.5,863.12526,0.1,0.25,2
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00003Table.csv,11491.35,15548.48,3319.02,3366.97,4555.7,972.47286,0.1,0.4,3
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00004Table.csv,10739.25,17611.64,3799.97,3146.60,5160.2,1113.39121,0.1,0.55,4
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00005Table.csv,10061.13,20308.20,4414.65,2947.91,5950.3,1293.49245,0.1,0.7,5
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00006Table.csv,9528.86,23391.43,5146.67,2791.96,6853.7,1507.97431,0.1,0.85,6
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00007Table.csv,17276.31,11711.00,2570.48,5061.96,3431.3,753.15064,0.3,0.1,7
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00008Table.csv,15502.15,13863.79,3039.41,4542.13,4062.1,890.54713,0.3,0.25,8
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00009Table.csv,14592.38,15382.30,3402.70,4275.57,4507.0,996.9911,0.3,0.4,9
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00010Table.csv,13675.77,17442.63,3878.66,4007.00,5110.7,1136.44738,0.3,0.55,10
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00011Table.csv,12838.15,20051.49,4486.01,3761.58,5875.1,1314.40093,0.3,0.7,11
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00012Table.csv,12179.14,23037.04,5202.56,3568.49,6749.9,1524.35008,0.3,0.85,12
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00013Table.csv,20255.84,11728.98,2655.63,5934.96,3436.6,778.09959,0.5,0.1,13
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00014Table.csv,18319.34,13862.40,3124.36,5367.57,4061.7,915.43748,0.5,0.25,14
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00015Table.csv,17308.44,15343.20,3490.09,5071.37,4495.6,1022.59637,0.5,0.4,15
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00016Table.csv,16254.30,17399.71,3969.74,4762.51,5098.1,1163.13382,0.5,0.55,16
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00017Table.csv,15299.47,19952.71,4570.67,4482.74,5846.1,1339.20631,0.5,0.7,17
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00018Table.csv,14542.91,22812.67,5262.40,4261.07,6684.1,1541.8832,0.5,0.85,18
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00019Table.csv,22779.16,11825.81,2744.73,6674.29,3465.0,804.20589,0.7,0.1,19
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00020Table.csv,20579.49,14143.10,3264.18,6029.79,4143.9,956.40474,0.7,0.25,20
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00021Table.csv,19350.79,15880.93,3680.73,5669.78,4653.1,1078.45389,0.7,0.4,21
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00022Table.csv,18252.01,17977.06,4180.64,5347.84,5267.3,1224.92752,0.7,0.55,22
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00023Table.csv,17381.17,20227.88,4724.68,5092.68,5926.8,1384.33124,0.7,0.7,23
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00024Table.csv,16635.90,22780.37,5348.27,4874.32,6674.6,1567.04311,0.7,0.85,24
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00025Table.csv,25005.44,11938.35,2823.37,7326.59,3497.9,827.24741,0.9,0.1,25
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00026Table.csv,22526.33,14503.51,3410.90,6600.21,4249.5,999.3937,0.9,0.25,26
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00027Table.csv,21121.15,16443.45,3880.26,6188.50,4817.9,1136.91618,0.9,0.4,27
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00028Table.csv,19951.13,18708.79,4428.77,5845.68,5481.7,1297.62961,0.9,0.55,28
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00029Table.csv,19190.16,20605.65,4892.08,5622.72,6037.5,1433.37944,0.9,0.7,29
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00030Table.csv,18522.77,22732.62,5416.26,5427.17,6660.7,1586.96418,0.9,0.85,30
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00031Table.csv,26265.66,12035.40,2879.36,7695.84,3526.4,843.65248,1.1,0.1,31
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00032Table.csv,23683.76,14673.03,3492.90,6939.34,4299.2,1023.4197,1.1,0.25,32
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00033Table.csv,22196.39,16721.01,3990.71,6503.54,4899.3,1169.27803,1.1,0.4,33
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00034Table.csv,21012.90,18968.34,4537.55,6156.78,5557.7,1329.50215,1.1,0.55,34
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00035Table.csv,20253.81,20792.18,4983.13,5934.37,6092.1,1460.05709,1.1,0.7,35
9.2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00036Table.csv,19610.88,22754.52,5467.90,5745.99,6667.1,1602.0947,1.1,0.85,36
9.2,3A,Elec,MEM+elecres+slab+1990_para00001Table.csv,48029.92,10399.18,2979.41,14072.77,3047.0,872.96713,0.1,0.1,1
9.2,3A,Elec,MEM+elecres+slab+1990_para00002Table.csv,45345.22,12213.13,3451.99,13286.15,3578.4,1011.43307,0.1,0.25,2
9.2,3A,Elec,MEM+elecres+slab+1990_para00003Table.csv,43652.66,13543.89,3831.90,12790.23,3968.4,1122.7467,0.1,0.4,3
9.2,3A,Elec,MEM+elecres+slab+1990_para00004Table.csv,41831.78,15308.15,4299.05,12256.71,4485.3,1259.62165,0.1,0.55,4
9.2,3A,Elec,MEM+elecres+slab+1990_para00005Table.csv,39952.85,17687.69,4913.12,11706.19,5182.5,1439.54416,0.1,0.7,5
9.2,3A,Elec,MEM+elecres+slab+1990_para00006Table.csv,38344.75,20510.24,5639.85,11235.01,6009.5,1652.47605,0.1,0.85,6
9.2,3A,Elec,MEM+elecres+slab+1990_para00007Table.csv,53236.10,10358.84,3075.35,15598.18,3035.1,901.07755,0.3,0.1,7
9.2,3A,Elec,MEM+elecres+slab+1990_para00008Table.csv,50392.72,12166.79,3559.93,14765.07,3564.9,1043.05949,0.3,0.25,8
9.2,3A,Elec,MEM+elecres+slab+1990_para00009Table.csv,48656.08,13422.09,3927.14,14256.23,3932.7,1150.65202,0.3,0.4,9
9.2,3A,Elec,MEM+elecres+slab+1990_para00010Table.csv,46680.10,15181.40,4399.55,13677.27,4448.2,1289.06815,0.3,0.55,10
9.2,3A,Elec,MEM+elecres+slab+1990_para00011Table.csv,44653.30,17478.15,4999.58,13083.42,5121.1,1464.87694,0.3,0.7,11
9.2,3A,Elec,MEM+elecres+slab+1990_para00012Table.csv,42906.69,20194.67,5707.70,12571.66,5917.0,1672.3561,0.3,0.85,12
9.2,3A,Elec,MEM+elecres+slab+1990_para00013Table.csv,57646.47,10380.83,3164.97,16890.42,3041.6,927.33621,0.5,0.1,13
9.2,3A,Elec,MEM+elecres+slab+1990_para00014Table.csv,54699.26,12169.32,3658.94,16026.88,3565.6,1072.06942,0.5,0.25,14
9.2,3A,Elec,MEM+elecres+slab+1990_para00015Table.csv,52910.20,13400.12,4019.30,15502.69,3926.2,1177.6549,0.5,0.4,15
9.2,3A,Elec,MEM+elecres+slab+1990_para00016Table.csv,50815.45,15167.63,4503.56,14888.93,4444.1,1319.54308,0.5,0.55,16
9.2,3A,Elec,MEM+elecres+slab+1990_para00017Table.csv,48694.49,17419.56,5092.57,14267.49,5103.9,1492.12301,0.5,0.7,17
9.2,3A,Elec,MEM+elecres+slab+1990_para00018Table.csv,46866.19,19981.08,5775.24,13731.79,5854.5,1692.14532,0.5,0.85,18
9.2,3A,Elec,MEM+elecres+slab+1990_para00019Table.csv,61366.61,10462.06,3263.47,17980.42,3065.4,956.19671,0.7,0.1,19
9.2,3A,Elec,MEM+elecres+slab+1990_para00020Table.csv,58109.34,12417.57,3803.67,17026.04,3638.3,1114.47531,0.7,0.25,20
9.2,3A,Elec,MEM+elecres+slab+1990_para00021Table.csv,56014.54,13875.36,4226.73,16412.26,4065.5,1238.43189,0.7,0.4,21
9.2,3A,Elec,MEM+elecres+slab+1990_para00022Table.csv,53898.24,15688.26,4718.15,15792.18,4596.7,1382.41795,0.7,0.55,22
9.2,3A,Elec,MEM+elecres+slab+1990_para00023Table.csv,52012.70,17674.32,5257.05,15239.72,5178.6,1540.31565,0.7,0.7,23
9.2,3A,Elec,MEM+elecres+slab+1990_para00024Table.csv,50287.94,19958.25,5867.26,14734.37,5847.8,1719.10718,0.7,0.85,24
9.2,3A,Elec,MEM+elecres+slab+1990_para00025Table.csv,64650.60,10549.41,3352.60,18942.63,3091.0,982.3118,0.9,0.1,25
9.2,3A,Elec,MEM+elecres+slab+1990_para00026Table.csv,61049.47,12725.23,3961.59,17887.49,3728.5,1160.74587,0.9,0.25,26
9.2,3A,Elec,MEM+elecres+slab+1990_para00027Table.csv,58708.05,14379.99,4432.28,17201.46,4213.3,1298.65804,0.9,0.4,27
9.2,3A,Elec,MEM+elecres+slab+1990_para00028Table.csv,56511.31,16349.47,4972.89,16557.81,4790.4,1457.05677,0.9,0.55,28
9.2,3A,Elec,MEM+elecres+slab+1990_para00029Table.csv,54875.43,18013.61,5425.47,16078.50,5278.0,1589.66271,0.9,0.7,29
9.2,3A,Elec,MEM+elecres+slab+1990_para00030Table.csv,53350.24,19929.86,5944.22,15631.62,5839.4,1741.65646,0.9,0.85,30
9.2,3A,Elec,MEM+elecres+slab+1990_para00031Table.csv,66516.28,10633.96,3410.05,19489.27,3115.8,999.14465,1.1,0.1,31
9.2,3A,Elec,MEM+elecres+slab+1990_para00032Table.csv,62803.21,12868.46,4046.42,18401.34,3770.5,1185.60106,1.1,0.25,32
9.2,3A,Elec,MEM+elecres+slab+1990_para00033Table.csv,60359.49,14632.39,4547.69,17685.33,4287.3,1332.47317,1.1,0.4,33
9.2,3A,Elec,MEM+elecres+slab+1990_para00034Table.csv,58170.00,16602.84,5082.46,17043.81,4864.6,1489.16078,1.1,0.55,34
9.2,3A,Elec,MEM+elecres+slab+1990_para00035Table.csv,56566.29,18190.48,5525.37,16573.92,5329.8,1618.93341,1.1,0.7,35
9.2,3A,Elec,MEM+elecres+slab+1990_para00036Table.csv,55115.39,19947.61,6003.70,16148.81,5844.6,1759.0841,1.1,0.85,36
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00001Table.csv,36090.05,8918.51,2414.64,10574.38,2613.1,707.48952,0.1,0.1,1
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00002Table.csv,33408.16,10763.15,2864.08,9788.59,3153.6,839.17544,0.1,0.25,2
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00003Table.csv,31769.59,12132.28,3233.83,9308.49,3554.8,947.51219,0.1,0.4,3
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00004Table.csv,30085.73,13961.70,3700.03,8815.12,4090.8,1084.10879,0.1,0.55,4
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00005Table.csv,28453.30,16430.32,4317.13,8336.82,4814.1,1264.91909,0.1,0.7,5
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00006Table.csv,27114.62,19337.21,5050.42,7944.58,5665.8,1479.77306,0.1,0.85,6
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00007Table.csv,41335.12,8878.45,2510.16,12111.19,2601.4,735.47688,0.3,0.1,7
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00008Table.csv,38449.80,10696.70,2970.12,11265.79,3134.1,870.24516,0.3,0.25,8
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00009Table.csv,36735.96,11988.20,3335.48,10763.64,3512.5,977.29564,0.3,0.4,9
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00010Table.csv,34854.07,13802.36,3804.40,10212.24,4044.1,1114.6892,0.3,0.55,10
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00011Table.csv,33024.63,16182.64,4402.28,9676.22,4741.5,1289.86804,0.3,0.7,11
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00012Table.csv,31519.84,18966.70,5119.65,9235.31,5557.2,1500.05745,0.3,0.85,12
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00013Table.csv,45798.61,8892.15,2604.33,13418.99,2605.4,763.06869,0.5,0.1,13
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00014Table.csv,42781.05,10694.03,3073.52,12534.85,3133.4,900.54136,0.5,0.25,14
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00015Table.csv,40995.75,11953.44,3432.43,12011.75,3502.4,1005.70199,0.5,0.4,15
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00016Table.csv,38964.76,13756.75,3909.64,11416.67,4030.7,1145.52452,0.5,0.55,16
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00017Table.csv,36999.17,16084.64,4503.11,10840.76,4712.8,1319.41123,0.5,0.7,17
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00018Table.csv,35386.42,18735.14,5186.42,10368.22,5489.4,1519.62106,0.5,0.85,18
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00019Table.csv,49574.17,8986.26,2704.37,14525.23,2633.0,792.38041,0.7,0.1,19
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00020Table.csv,46228.15,10936.34,3223.12,13544.85,3204.3,944.37416,0.7,0.25,20
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00021Table.csv,44137.74,12425.87,3639.25,12932.36,3640.8,1066.30025,0.7,0.4,21
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00022Table.csv,42078.58,14283.98,4129.30,12329.02,4185.2,1209.8849,0.7,0.55,22
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00023Table.csv,40306.35,16316.63,4667.63,11809.76,4780.8,1367.61559,0.7,0.7,23
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00024Table.csv,38756.93,18680.50,5285.64,11355.78,5473.4,1548.69252,0.7,0.85,24
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00025Table.csv,52911.91,9072.27,2790.39,15503.19,2658.2,817.58427,0.9,0.1,25
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00026Table.csv,49208.97,11249.18,3378.14,14418.23,3296.0,989.79502,0.9,0.25,26
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00027Table.csv,46872.08,12928.83,3845.18,13733.52,3788.1,1126.63774,0.9,0.4,27
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00028Table.csv,44734.79,14943.16,4383.89,13107.29,4378.3,1284.47977,0.9,0.55,28
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00029Table.csv,43179.11,16659.13,4841.12,12651.48,4881.1,1418.44816,0.9,0.7,29
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00030Table.csv,41787.41,18618.84,5366.63,12243.71,5455.3,1572.42259,0.9,0.85,30
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00031Table.csv,54808.26,9159.03,2849.03,16058.82,2683.6,834.76579,1.1,0.1,31
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00032Table.csv,50986.55,11394.29,3464.43,14939.06,3338.5,1015.07799,1.1,0.25,32
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00033Table.csv,48545.99,13172.31,3959.47,14223.98,3859.5,1160.12471,1.1,0.4,33
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00034Table.csv,46412.59,15187.40,4496.67,13598.89,4449.9,1317.52431,1.1,0.55,34
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00035Table.csv,44879.31,16831.27,4940.75,13149.64,4931.6,1447.63975,1.1,0.7,35
9.2,3A,Elec,MEM+elecres+slab+IECC_2006_para00036Table.csv,43545.47,18644.62,5422.66,12758.82,5462.9,1588.83938,1.1,0.85,36
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00001Table.csv,18794.98,6945.40,1712.30,5506.93,2035.0,501.7039,0.1,0.1,1
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00002Table.csv,16411.75,8815.78,2124.14,4808.64,2583.0,622.37302,0.1,0.25,2
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00003Table.csv,15118.59,10234.71,2478.33,4429.75,2998.8,726.15069,0.1,0.4,3
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00004Table.csv,13967.53,12169.90,2947.25,4092.49,3565.8,863.54425,0.1,0.55,4
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00005Table.csv,12984.35,14770.00,3574.51,3804.41,4327.6,1047.33143,0.1,0.7,5
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00006Table.csv,12208.11,17769.50,4311.58,3576.98,5206.5,1263.29294,0.1,0.85,6
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00007Table.csv,23886.26,6870.53,1817.40,6998.67,2013.1,532.4982,0.3,0.1,7
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00008Table.csv,21177.61,8689.86,2240.45,6205.04,2546.1,656.45185,0.3,0.25,8
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00009Table.csv,19707.95,10027.35,2586.27,5774.43,2938.0,757.77711,0.3,0.4,9
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00010Table.csv,18260.12,11908.26,3048.68,5350.22,3489.1,893.26324,0.3,0.55,10
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00011Table.csv,17020.73,14390.14,3662.65,4987.07,4216.3,1073.15645,0.3,0.7,11
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00012Table.csv,16067.80,17283.14,4387.19,4707.87,5064.0,1285.44667,0.3,0.85,12
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00013Table.csv,28291.04,6876.26,1914.85,8289.27,2014.7,561.05105,0.5,0.1,13
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00014Table.csv,25370.57,8649.55,2347.27,7433.58,2534.3,687.75011,0.5,0.25,14
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00015Table.csv,23768.24,9940.11,2692.92,6964.09,2912.5,789.02556,0.5,0.4,15
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00016Table.csv,22093.02,11806.95,3160.62,6473.25,3459.4,926.06166,0.5,0.55,16
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00017Table.csv,20651.55,14218.28,3765.62,6050.90,4166.0,1103.32666,0.5,0.7,17
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00018Table.csv,19555.28,16964.09,4463.72,5729.70,4970.5,1307.86996,0.5,0.85,18
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00019Table.csv,32052.97,6965.98,2016.75,9391.52,2041.0,590.90775,0.7,0.1,19
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00020Table.csv,28774.83,8890.99,2497.81,8431.03,2605.1,731.85833,0.7,0.25,20
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00021Table.csv,26870.37,10396.58,2900.57,7873.02,3046.2,849.86701,0.7,0.4,21
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00022Table.csv,25133.41,12290.98,3387.45,7364.09,3601.3,992.52285,0.7,0.55,22
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00023Table.csv,23781.13,14413.24,3931.38,6967.87,4223.1,1151.89434,0.7,0.7,23
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00024Table.csv,22679.70,16857.01,4566.76,6645.15,4939.1,1338.06068,0.7,0.85,24
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00025Table.csv,35399.69,7046.55,2108.00,10372.11,2064.6,617.644,0.9,0.1,25
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00026Table.csv,31744.23,9178.07,2657.97,9301.06,2689.2,778.78521,0.9,0.25,26
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00027Table.csv,29599.10,10872.38,3110.97,8672.54,3185.6,911.51421,0.9,0.4,27
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00028Table.csv,27766.32,12937.39,3644.03,8135.53,3790.7,1067.70079,0.9,0.55,28
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00029Table.csv,26544.63,14717.68,4113.43,7777.58,4312.3,1205.23499,0.9,0.7,29
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00030Table.csv,25522.48,16762.69,4647.78,7478.09,4911.5,1361.79954,0.9,0.85,30
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00031Table.csv,37305.43,7131.66,2167.71,10930.49,2089.6,635.13903,1.1,0.1,31
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00032Table.csv,33518.64,9320.92,2746.85,9820.96,2731.0,804.82705,1.1,0.25,32
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00033Table.csv,31265.48,11120.72,3227.07,9160.79,3258.4,945.53151,1.1,0.4,33
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00034Table.csv,29415.53,13165.36,3762.82,8618.75,3857.5,1102.50626,1.1,0.55,34
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00035Table.csv,28188.14,14878.49,4210.69,8259.13,4359.4,1233.73217,1.1,0.7,35
9.2,3A,Elec,MEM+elecres+slab+IECC_2018_para00036Table.csv,27190.34,16749.09,4708.14,7966.77,4907.5,1379.48502,1.1,0.85,36
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00001Table.csv,55814.99,11453.77,3175.90,16353.79,3356.0,930.5387,0.1,0.1,1
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00002Table.csv,52690.89,13314.06,3648.12,15438.43,3901.0,1068.89916,0.1,0.25,2
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00003Table.csv,50719.07,14657.63,4023.27,14860.69,4294.7,1178.81811,0.1,0.4,3
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00004Table.csv,48616.88,16437.71,4495.27,14244.75,4816.2,1317.11411,0.1,0.55,4
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00005Table.csv,46466.45,18859.95,5108.29,13614.67,5526.0,1496.72897,0.1,0.7,5
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00006Table.csv,44615.03,21687.12,5829.72,13072.20,6354.3,1708.10796,0.1,0.85,6
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00007Table.csv,62214.24,11384.00,3259.92,18228.77,3335.5,955.15656,0.3,0.1,7
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00008Table.csv,58885.69,13218.11,3748.14,17253.51,3872.9,1098.20502,0.3,0.25,8
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00009Table.csv,56851.73,14510.57,4117.28,16657.56,4251.6,1206.36304,0.3,0.4,9
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00010Table.csv,54549.98,16279.19,4585.05,15983.14,4769.8,1343.41965,0.3,0.55,10
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00011Table.csv,52207.06,18611.30,5190.09,15296.67,5453.1,1520.69637,0.3,0.7,11
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00012Table.csv,50192.60,21335.20,5893.69,14706.43,6251.2,1726.85117,0.3,0.85,12
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00013Table.csv,67650.64,11373.26,3349.80,19821.64,3332.4,981.4914,0.5,0.1,13
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00014Table.csv,64190.56,13199.19,3839.84,18807.83,3867.4,1125.07312,0.5,0.25,14
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00015Table.csv,62088.66,14442.74,4207.01,18191.98,4231.7,1232.65393,0.5,0.4,15
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00016Table.csv,59631.14,16236.19,4686.08,17471.92,4757.2,1373.02144,0.5,0.55,16
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00017Table.csv,57156.73,18502.29,5280.92,16746.92,5421.2,1547.30956,0.5,0.7,17
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00018Table.csv,55042.70,21101.71,5959.76,16127.51,6182.8,1746.20968,0.5,0.85,18
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00019Table.csv,72254.28,11428.54,3443.94,21170.50,3348.6,1009.07442,0.7,0.1,19
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00020Table.csv,68418.40,13420.25,3985.44,20046.59,3932.1,1167.73392,0.7,0.25,20
9.2,3A,Gas,MEM+gasfurnace+slab+1990_para00021Table.csv,65950.06,14913.84,4408.16,19323.37,4369.8,1291.59088,0.7,0.4,21
