E+Version,Climate,System,Parametric,Heating [kBtuh],Cooling [kBtuh],Fan [kBtuh],Heat [kW],Cool [kW],Fan [kW],U,SHGC,Run
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00023Table.csv,0,10.53,1.74,0,3.1,0.50982,0.7,0.7,23
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00024Table.csv,0,11.74,1.94,0,3.4,0.56842,0.7,0.85,24
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00025Table.csv,0,7.01,1.09,0,2.1,0.31937,0.9,0.1,25
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00026Table.csv,0,8.35,1.31,0,2.4,0.38383,0.9,0.25,26
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00027Table.csv,0,9.35,1.5,0,2.7,0.4395,0.9,0.4,27
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00028Table.csv,0,10.22,1.67,0,3,0.48931,0.9,0.55,28
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00029Table.csv,0,10.89,1.81,0,3.2,0.53033,0.9,0.7,29
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00030Table.csv,0,11.33,1.9,0,3.3,0.5567,0.9,0.85,30
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00031Table.csv,0,7.12,1.11,0,2.1,0.32523,1.1,0.1,31
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00032Table.csv,0,8.51,1.34,0,2.5,0.39262,1.1,0.25,32
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00033Table.csv,0,9.52,1.53,0,2.8,0.44829,1.1,0.4,33
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00034Table.csv,0,10.37,1.7,0,3,0.4981,1.1,0.55,34
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00035Table.csv,0,11.07,1.84,0,3.2,0.53912,1.1,0.7,35
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00036Table.csv,0,11.51,1.93,0,3.4,0.56549,1.1,0.85,36
9.5,3A,Elec,MEM+elecres+slab+1990_para00001Table.csv,41.11,0,4.19,12.05,0,1.22767,0.1,0.1,1
9.5,3A,Elec,MEM+elecres+slab+1990_para00002Table.csv,41.11,0,1.38,12.05,0,0.40434,0.1,0.25,2
9.5,3A,Elec,MEM+elecres+slab+1990_para00003Table.csv,41.11,0,1.56,12.05,0,0.45708,0.1,0.4,3
9.5,3A,Elec,MEM+elecres+slab+1990_para00004Table.csv,41.11,0,1.75,12.05,0,0.51275,0.1,0.55,4
9.5,3A,Elec,MEM+elecres+slab+1990_para00005Table.csv,41.11,0,1.93,12.05,0,0.56549,0.1,0.7,5
9.5,3A,Elec,MEM+elecres+slab+1990_para00006Table.csv,41.11,0,2.11,12.05,0,0.61823,0.1,0.85,6
9.5,3A,Elec,MEM+elecres+slab+1990_para00007Table.csv,43.89,0,1.23,12.86,0,0.36039,0.3,0.1,7
9.5,3A,Elec,MEM+elecres+slab+1990_para00008Table.csv,43.89,0,0,12.86,0,0,0.3,0.25,8
9.5,3A,Elec,MEM+elecres+slab+1990_para00009Table.csv,43.89,0,1.6,12.86,0,0.4688,0.3,0.4,9
9.5,3A,Elec,MEM+elecres+slab+1990_para00010Table.csv,43.89,0,1.79,12.86,0,0.52447,0.3,0.55,10
9.5,3A,Elec,MEM+elecres+slab+1990_para00011Table.csv,43.89,0,1.96,12.86,0,0.57428,0.3,0.7,11
9.5,3A,Elec,MEM+elecres+slab+1990_para00012Table.csv,43.9,0,2.14,12.86,0,0.62702,0.3,0.85,12
9.5,3A,Elec,MEM+elecres+slab+1990_para00013Table.csv,46.31,0,1.27,13.57,0,0.37211,0.5,0.1,13
9.5,3A,Elec,MEM+elecres+slab+1990_para00014Table.csv,46.31,0,1.46,13.57,0,0.42778,0.5,0.25,14
9.5,3A,Elec,MEM+elecres+slab+1990_para00015Table.csv,46.31,0,1.64,13.57,0,0.48052,0.5,0.4,15
9.5,3A,Elec,MEM+elecres+slab+1990_para00016Table.csv,46.31,0,1.82,13.57,0,0.53326,0.5,0.55,16
9.5,3A,Elec,MEM+elecres+slab+1990_para00017Table.csv,46.31,0,1.99,13.57,0,0.58307,0.5,0.7,17
9.5,3A,Elec,MEM+elecres+slab+1990_para00018Table.csv,46.31,0,2.17,13.57,0,0.63581,0.5,0.85,18
9.5,3A,Elec,MEM+elecres+slab+1990_para00019Table.csv,48.42,0,1.31,14.19,0,0.38383,0.7,0.1,19
9.5,3A,Elec,MEM+elecres+slab+1990_para00020Table.csv,48.42,0,1.51,14.19,0,0.44243,0.7,0.25,20
9.5,3A,Elec,MEM+elecres+slab+1990_para00021Table.csv,48.42,0,1.7,14.19,0,0.4981,0.7,0.4,21
9.5,3A,Elec,MEM+elecres+slab+1990_para00022Table.csv,48.42,0,1.88,14.19,0,0.55084,0.7,0.55,22
9.5,3A,Elec,MEM+elecres+slab+1990_para00023Table.csv,48.42,0,2.05,14.19,0,0.60065,0.7,0.7,23
9.5,3A,Elec,MEM+elecres+slab+1990_para00024Table.csv,48.42,0,2.21,14.19,0,0.64753,0.7,0.85,24
9.5,3A,Elec,MEM+elecres+slab+1990_para00025Table.csv,50.28,0,1.34,14.73,0,0.39262,0.9,0.1,25
9.5,3A,Elec,MEM+elecres+slab+1990_para00026Table.csv,50.28,0,1.57,14.73,0,0.46001,0.9,0.25,26
9.5,3A,Elec,MEM+elecres+slab+1990_para00027Table.csv,50.28,0,1.76,14.73,0,0.51568,0.9,0.4,27
9.5,3A,Elec,MEM+elecres+slab+1990_para00028Table.csv,50.28,0,1.93,14.73,0,0.56549,0.9,0.55,28
9.5,3A,Elec,MEM+elecres+slab+1990_para00029Table.csv,50.28,0,2.1,14.73,0,0.6153,0.9,0.7,29
9.5,3A,Elec,MEM+elecres+slab+1990_para00030Table.csv,50.28,0,2.25,14.73,0,0.65925,0.9,0.85,30
9.5,3A,Elec,MEM+elecres+slab+1990_para00031Table.csv,51.36,0,1.37,15.05,0,0.40141,1.1,0.1,31
9.5,3A,Elec,MEM+elecres+slab+1990_para00032Table.csv,51.36,0,1.6,15.05,0,0.4688,1.1,0.25,32
9.5,3A,Elec,MEM+elecres+slab+1990_para00033Table.csv,51.36,0,1.79,15.05,0,0.52447,1.1,0.4,33
9.5,3A,Elec,MEM+elecres+slab+1990_para00034Table.csv,51.36,0,1.96,15.05,0,0.57428,1.1,0.55,34
9.5,3A,Elec,MEM+elecres+slab+1990_para00035Table.csv,51.36,0,2.12,15.05,0,0.62116,1.1,0.7,35
9.5,3A,Elec,MEM+elecres+slab+1990_para00036Table.csv,51.36,0,2.26,15.05,0,0.66218,1.1,0.85,36
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00001Table.csv,33.18,0,4.46,9.72,0,1.30678,0.1,0.1,1
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00002Table.csv,33.18,0,1.16,9.72,0,0.33988,0.1,0.25,2
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00003Table.csv,33.18,0,1.35,9.72,0,0.39555,0.1,0.4,3
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00004Table.csv,33.18,0,1.53,9.72,0,0.44829,0.1,0.55,4
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00005Table.csv,33.18,0,1.72,9.72,0,0.50396,0.1,0.7,5
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00006Table.csv,33.04,0,1.89,9.68,0,0.55377,0.1,0.85,6
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00007Table.csv,36.02,0,1.02,10.55,0,0.29886,0.3,0.1,7
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00008Table.csv,36.03,0,0,10.56,0,0,0.3,0.25,8
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00009Table.csv,36.03,0,1.39,10.56,0,0.40727,0.3,0.4,9
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00010Table.csv,36.03,0,1.57,10.56,0,0.46001,0.3,0.55,10
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00011Table.csv,36.03,0,1.75,10.56,0,0.51275,0.3,0.7,11
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00012Table.csv,35.66,0,1.91,10.45,0,0.55963,0.3,0.85,12
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00013Table.csv,38.49,0,1.05,11.28,0,0.30765,0.5,0.1,13
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00014Table.csv,38.49,0,1.24,11.28,0,0.36332,0.5,0.25,14
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00015Table.csv,38.49,0,1.42,11.28,0,0.41606,0.5,0.4,15
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00016Table.csv,38.49,0,1.6,11.28,0,0.4688,0.5,0.55,16
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00017Table.csv,38.49,0,1.78,11.28,0,0.52154,0.5,0.7,17
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00018Table.csv,38.49,0,1.95,11.28,0,0.57135,0.5,0.85,18
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00019Table.csv,40.64,0,1.09,11.91,0,0.31937,0.7,0.1,19
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00020Table.csv,40.64,0,1.3,11.91,0,0.3809,0.7,0.25,20
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00021Table.csv,40.64,0,1.48,11.91,0,0.43364,0.7,0.4,21
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00022Table.csv,40.64,0,1.66,11.91,0,0.48638,0.7,0.55,22
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00023Table.csv,40.64,0,1.83,11.91,0,0.53619,0.7,0.7,23
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00024Table.csv,40.64,0,2,11.91,0,0.586,0.7,0.85,24
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00025Table.csv,42.54,0,1.12,12.46,0,0.32816,0.9,0.1,25
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00026Table.csv,42.54,0,1.35,12.46,0,0.39555,0.9,0.25,26
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00027Table.csv,42.54,0,1.54,12.46,0,0.45122,0.9,0.4,27
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00028Table.csv,42.54,0,1.72,12.46,0,0.50396,0.9,0.55,28
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00029Table.csv,42.54,0,1.88,12.46,0,0.55084,0.9,0.7,29
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00030Table.csv,42.54,0,2.04,12.46,0,0.59772,0.9,0.85,30
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00031Table.csv,43.64,0,1.15,12.79,0,0.33695,1.1,0.1,31
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00032Table.csv,43.65,0,1.38,12.79,0,0.40434,1.1,0.25,32
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00033Table.csv,43.65,0,1.58,12.79,0,0.46294,1.1,0.4,33
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00034Table.csv,43.65,0,1.75,12.79,0,0.51275,1.1,0.55,34
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00035Table.csv,43.65,0,1.91,12.79,0,0.55963,1.1,0.7,35
9.5,3A,Elec,MEM+elecres+slab+IECC_2006_para00036Table.csv,43.65,0,2.05,12.79,0,0.60065,1.1,0.85,36
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00001Table.csv,19.94,0,2.64,5.84,0,0.77352,0.1,0.1,1
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00002Table.csv,16.95,0,0.72,4.97,0,0.21096,0.1,0.25,2
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00003Table.csv,19.7,0,1.01,5.77,0,0.29593,0.1,0.4,3
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00004Table.csv,19.32,0,1.16,5.66,0,0.33988,0.1,0.55,4
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00005Table.csv,18.75,0,1.29,5.49,0,0.37797,0.1,0.7,5
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00006Table.csv,19.06,0,1.48,5.58,0,0.43364,0.1,0.85,6
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00007Table.csv,23.11,0,0.73,6.77,0,0.21389,0.3,0.1,7
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00008Table.csv,22.95,0,0,6.72,0,0,0.3,0.25,8
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00009Table.csv,22.88,0,1.07,6.7,0,0.31351,0.3,0.4,9
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00010Table.csv,22.71,0,1.23,6.65,0,0.36039,0.3,0.55,10
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00011Table.csv,22.3,0,1.38,6.53,0,0.40434,0.3,0.7,11
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00012Table.csv,21.66,0,1.5,6.35,0,0.4395,0.3,0.85,12
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00013Table.csv,26.02,0,0.78,7.62,0,0.22854,0.5,0.1,13
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00014Table.csv,25.85,0,0.96,7.57,0,0.28128,0.5,0.25,14
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00015Table.csv,25.18,0,1.1,7.38,0,0.3223,0.5,0.4,15
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00016Table.csv,25.62,0,1.29,7.51,0,0.37797,0.5,0.55,16
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00017Table.csv,25.45,0,1.46,7.46,0,0.42778,0.5,0.7,17
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00018Table.csv,25.02,0,1.6,7.33,0,0.4688,0.5,0.85,18
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00019Table.csv,28.7,0,0.83,8.41,0,0.24319,0.7,0.1,19
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00020Table.csv,28.49,0,1.03,8.35,0,0.30179,0.7,0.25,20
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00021Table.csv,28.31,0,1.21,8.29,0,0.35453,0.7,0.4,21
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00022Table.csv,28.26,0,1.38,8.28,0,0.40434,0.7,0.55,22
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00023Table.csv,28.1,0,1.54,8.23,0,0.45122,0.7,0.7,23
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00024Table.csv,27.64,0,1.68,8.1,0,0.49224,0.7,0.85,24
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00025Table.csv,30.68,0,0.87,8.99,0,0.25491,0.9,0.1,25
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00026Table.csv,30.68,0,1.09,8.99,0,0.31937,0.9,0.25,26
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00027Table.csv,30.68,0,1.29,8.99,0,0.37797,0.9,0.4,27
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00028Table.csv,30.68,0,1.46,8.99,0,0.42778,0.9,0.55,28
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00029Table.csv,30.52,0,1.62,8.94,0,0.47466,0.9,0.7,29
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00030Table.csv,30.05,0,1.75,8.8,0,0.51275,0.9,0.85,30
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00031Table.csv,31.81,0,0.89,9.32,0,0.26077,1.1,0.1,31
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00032Table.csv,31.81,0,1.12,9.32,0,0.32816,1.1,0.25,32
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00033Table.csv,31.81,0,1.32,9.32,0,0.38676,1.1,0.4,33
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00034Table.csv,31.81,0,1.49,9.32,0,0.43657,1.1,0.55,34
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00035Table.csv,31.81,0,1.65,9.32,0,0.48345,1.1,0.7,35
9.5,3A,Elec,MEM+elecres+slab+IECC_2018_para00036Table.csv,31.81,0,1.8,9.32,0,0.5274,1.1,0.85,36
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00001Table.csv,0,8.09,3.79,0,2.4,1.11047,0.1,0.1,1
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00002Table.csv,0,8.69,1.32,0,2.5,0.38676,0.1,0.25,2
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00003Table.csv,0,9.29,1.44,0,2.7,0.42192,0.1,0.4,3
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00004Table.csv,0,11,1.73,0,3.2,0.50689,0.1,0.55,4
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00005Table.csv,0,11.78,1.89,0,3.5,0.55377,0.1,0.7,5
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00006Table.csv,0,12.55,2.05,0,3.7,0.60065,0.1,0.85,6
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00007Table.csv,0,8.27,1.23,0,2.4,0.36039,0.3,0.1,7
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00008Table.csv,0,8.88,0,0,2.6,0,0.3,0.25,8
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00009Table.csv,0,10.38,1.61,0,3,0.47173,0.3,0.4,9
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00010Table.csv,0,11.15,1.77,0,3.3,0.51861,0.3,0.55,10
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00011Table.csv,0,11.94,1.92,0,3.5,0.56256,0.3,0.7,11
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00012Table.csv,0,12.7,2.07,0,3.7,0.60651,0.3,0.85,12
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00013Table.csv,0,8.42,1.25,0,2.5,0.36625,0.5,0.1,13
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00014Table.csv,0,9.02,1.38,0,2.6,0.40434,0.5,0.25,14
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00015Table.csv,0,10.55,1.64,0,3.1,0.48052,0.5,0.4,15
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00016Table.csv,0,11.31,1.8,0,3.3,0.5274,0.5,0.55,16
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00017Table.csv,0,12.08,1.95,0,3.5,0.57135,0.5,0.7,17
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00018Table.csv,0,12.83,2.1,0,3.8,0.6153,0.5,0.85,18
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00019Table.csv,0,8.59,1.29,0,2.5,0.37797,0.7,0.1,19
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00020Table.csv,0,9.22,1.42,0,2.7,0.41606,0.7,0.25,20
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00021Table.csv,0,10.82,1.69,0,3.2,0.49517,0.7,0.4,21
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00022Table.csv,0,11.57,1.84,0,3.4,0.53912,0.7,0.55,22
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00023Table.csv,0,12.32,1.99,0,3.6,0.58307,0.7,0.7,23
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00024Table.csv,0,13.04,2.14,0,3.8,0.62702,0.7,0.85,24
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00025Table.csv,0,8.73,1.31,0,2.6,0.38383,0.9,0.1,25
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00026Table.csv,0,10.35,1.57,0,3,0.46001,0.9,0.25,26
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00027Table.csv,0,11.06,1.74,0,3.2,0.50982,0.9,0.4,27
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00028Table.csv,0,12.69,1.99,0,3.7,0.58307,0.9,0.55,28
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00029Table.csv,0,12.54,2.04,0,3.7,0.59772,0.9,0.7,29
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00030Table.csv,0,13.22,2.18,0,3.9,0.63874,0.9,0.85,30
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00031Table.csv,0,8.82,1.33,0,2.6,0.38969,1.1,0.1,31
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00032Table.csv,0,10.5,1.6,0,3.1,0.4688,1.1,0.25,32
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00033Table.csv,0,11.2,1.77,0,3.3,0.51861,1.1,0.4,33
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00034Table.csv,0,12.86,2.01,0,3.8,0.58893,1.1,0.55,34
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00035Table.csv,0,12.64,2.06,0,3.7,0.60358,1.1,0.7,35
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00036Table.csv,0,14.11,2.31,0,4.1,0.67683,1.1,0.85,36
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00001Table.csv,0,6.9,3.79,0,2,1.11047,0.1,0.1,1
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00002Table.csv,0,7.53,1.14,0,2.2,0.33402,0.1,0.25,2
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00003Table.csv,0,8.14,1.27,0,2.4,0.37211,0.1,0.4,3
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00004Table.csv,0,9.67,1.53,0,2.8,0.44829,0.1,0.55,4
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00005Table.csv,0,10.47,1.69,0,3.1,0.49517,0.1,0.7,5
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00006Table.csv,0,11.23,1.85,0,3.3,0.54205,0.1,0.85,6
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00007Table.csv,0,7.09,1.05,0,2.1,0.30765,0.3,0.1,7
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00008Table.csv,0,7.71,0,0,2.3,0,0.3,0.25,8
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00009Table.csv,0,8.32,1.3,0,2.4,0.3809,0.3,0.4,9
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00010Table.csv,0,9.85,1.57,0,2.9,0.46001,0.3,0.55,10
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00011Table.csv,0,10.63,1.72,0,3.1,0.50396,0.3,0.7,11
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00012Table.csv,0,11.4,1.88,0,3.3,0.55084,0.3,0.85,12
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00013Table.csv,0,7.26,1.08,0,2.1,0.31644,0.5,0.1,13
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00014Table.csv,0,7.88,1.21,0,2.3,0.35453,0.5,0.25,14
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00015Table.csv,0,8.47,1.33,0,2.5,0.38969,0.5,0.4,15
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00016Table.csv,0,10.02,1.6,0,2.9,0.4688,0.5,0.55,16
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00017Table.csv,0,10.79,1.75,0,3.2,0.51275,0.5,0.7,17
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00018Table.csv,0,11.54,1.91,0,3.4,0.55963,0.5,0.85,18
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00019Table.csv,0,7.43,1.12,0,2.2,0.32816,0.7,0.1,19
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00020Table.csv,0,8.07,1.25,0,2.4,0.36625,0.7,0.25,20
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00021Table.csv,0,8.66,1.37,0,2.5,0.40141,0.7,0.4,21
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00022Table.csv,0,10.27,1.65,0,3,0.48345,0.7,0.55,22
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00023Table.csv,0,11.03,1.8,0,3.2,0.5274,0.7,0.7,23
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00024Table.csv,0,11.76,1.95,0,3.4,0.57135,0.7,0.85,24
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00025Table.csv,0,7.65,1.15,0,2.2,0.33695,0.9,0.1,25
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00026Table.csv,0,8.24,1.28,0,2.4,0.37504,0.9,0.25,26
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00027Table.csv,0,9.75,1.54,0,2.9,0.45122,0.9,0.4,27
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00028Table.csv,0,10.51,1.7,0,3.1,0.4981,0.9,0.55,28
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00029Table.csv,0,11.25,1.85,0,3.3,0.54205,0.9,0.7,29
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00030Table.csv,0,11.95,1.99,0,3.5,0.58307,0.9,0.85,30
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00031Table.csv,0,7.78,1.17,0,2.3,0.34281,1.1,0.1,31
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00032Table.csv,0,8.34,1.3,0,2.4,0.3809,1.1,0.25,32
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00033Table.csv,0,9.89,1.57,0,2.9,0.46001,1.1,0.4,33
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00034Table.csv,0,10.64,1.72,0,3.1,0.50396,1.1,0.55,34
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00035Table.csv,0,11.35,1.86,0,3.3,0.54498,1.1,0.7,35
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00036Table.csv,0,12.03,2,0,3.5,0.586,1.1,0.85,36
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00001Table.csv,0,5.01,3.77,0,1.5,1.10461,0.1,0.1,1
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00002Table.csv,0,5.62,0.88,0,1.6,0.25784,0.1,0.25,2
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00003Table.csv,0,6.28,1.01,0,1.8,0.29593,0.1,0.4,3
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00004Table.csv,0,6.98,1.15,0,2,0.33695,0.1,0.55,4
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00005Table.csv,0,8.47,1.42,0,2.5,0.41606,0.1,0.7,5
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00006Table.csv,0,9.33,1.6,0,2.7,0.4688,0.1,0.85,6
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00007Table.csv,0,5.21,0.79,0,1.5,0.23147,0.3,0.1,7
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00008Table.csv,0,5.82,0,0,1.7,0,0.3,0.25,8
