E+Version,Climate,System,Parametric,Heating [kBtuh],Cooling [kBtuh],Fan [kBtuh],Heat [kW],Cool [kW],Fan [kW],U,SHGC,Run
9.5,2A,Elec,HOU+elecres+slab+IECC_2018_para00036Table.csv,27.29,0,1.93,8,0,0.56549,1.1,0.85,36
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00001Table.csv,0,9,4,0,2.65,1.11,0.1,0.1,1
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00002Table.csv,0,10,2,0,2.94,0.45,0.1,0.25,2
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00003Table.csv,0,11,2,0,3.22,0.5,0.1,0.4,3
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00004Table.csv,0,12,2,0,3.47,0.54,0.1,0.55,4
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00005Table.csv,0,12,2,0,3.61,0.6,0.1,0.7,5
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00006Table.csv,0,14,2,0,4.1,0.66,0.1,0.85,6
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00007Table.csv,0,9,1,0,2.72,0.4,0.3,0.1,7
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00008Table.csv,0,10,0,0,3.01,0,0.3,0.25,8
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00009Table.csv,0,11,2,0,3.28,0.51,0.3,0.4,9
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00010Table.csv,0,12,2,0,3.55,0.56,0.3,0.55,10
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00011Table.csv,0,13,2,0,3.72,0.6,0.3,0.7,11
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00012Table.csv,0,14,2,0,4.14,0.66,0.3,0.85,12
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00013Table.csv,0,9,1,0,2.78,0.41,0.5,0.1,13
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00014Table.csv,0,10,2,0,3.07,0.47,0.5,0.25,14
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00015Table.csv,0,11,2,0,3.33,0.52,0.5,0.4,15
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00016Table.csv,0,12,2,0,3.6,0.57,0.5,0.55,16
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00017Table.csv,0,13,2,0,3.8,0.61,0.5,0.7,17
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00018Table.csv,0,13,2,0,3.94,0.64,0.5,0.85,18
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00019Table.csv,0,10,1,0,2.85,0.42,0.7,0.1,19
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00020Table.csv,0,11,2,0,3.15,0.48,0.7,0.25,20
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00021Table.csv,0,12,2,0,3.43,0.54,0.7,0.4,21
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00022Table.csv,0,13,2,0,3.69,0.59,0.7,0.55,22
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00023Table.csv,0,13,2,0,3.89,0.63,0.7,0.7,23
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00024Table.csv,0,14,2,0,4.04,0.66,0.7,0.85,24
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00025Table.csv,0,10,1,0,2.9,0.43,0.9,0.1,25
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00026Table.csv,0,11,2,0,3.24,0.5,0.9,0.25,26
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00027Table.csv,0,12,2,0,3.52,0.55,0.9,0.4,27
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00028Table.csv,0,13,2,0,3.78,0.6,0.9,0.55,28
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00029Table.csv,0,14,2,0,3.98,0.64,0.9,0.7,29
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00030Table.csv,0,14,2,0,4.12,0.67,0.9,0.85,30
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00031Table.csv,0,10,2,0,2.94,0.44,1.1,0.1,31
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00032Table.csv,0,11,2,0,3.28,0.51,1.1,0.25,32
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00033Table.csv,0,12,2,0,3.57,0.57,1.1,0.4,33
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00034Table.csv,0,13,2,0,3.82,0.61,1.1,0.55,34
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00035Table.csv,0,14,2,0,4.03,0.65,1.1,0.7,35
9.5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00036Table.csv,0,14,2,0,4.16,0.68,1.1,0.85,36
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00001Table.csv,0,7.08,3.93,0,2.1,1.15149,0.1,0.1,1
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00002Table.csv,0,8.22,1.24,0,2.4,0.36332,0.1,0.25,2
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00003Table.csv,0,9.17,1.41,0,2.7,0.41313,0.1,0.4,3
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00004Table.csv,0,9.98,1.57,0,2.9,0.46001,0.1,0.55,4
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00005Table.csv,0,10.68,1.77,0,3.1,0.51861,0.1,0.7,5
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00006Table.csv,0,11.21,1.9,0,3.3,0.5567,0.1,0.85,6
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00007Table.csv,0,7.26,1.1,0,2.1,0.3223,0.3,0.1,7
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00008Table.csv,0,8.46,0,0,2.5,0,0.3,0.25,8
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00009Table.csv,0,9.38,1.45,0,2.7,0.42485,0.3,0.4,9
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00010Table.csv,0,10.31,1.63,0,3,0.47759,0.3,0.55,10
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00011Table.csv,0,10.92,1.76,0,3.2,0.51568,0.3,0.7,11
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00012Table.csv,0,11.39,1.93,0,3.3,0.56549,0.3,0.85,12
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00013Table.csv,0,7.45,1.13,0,2.2,0.33109,0.5,0.1,13
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00014Table.csv,0,8.65,1.31,0,2.5,0.38383,0.5,0.25,14
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00015Table.csv,0,9.58,1.49,0,2.8,0.43657,0.5,0.4,15
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00016Table.csv,0,10.49,1.66,0,3.1,0.48638,0.5,0.55,16
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00017Table.csv,0,11.23,1.81,0,3.3,0.53033,0.5,0.7,17
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00018Table.csv,0,11.75,1.92,0,3.4,0.56256,0.5,0.85,18
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00019Table.csv,0,7.64,1.16,0,2.2,0.33988,0.7,0.1,19
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00020Table.csv,0,8.95,1.36,0,2.6,0.39848,0.7,0.25,20
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00021Table.csv,0,9.91,1.55,0,2.9,0.45415,0.7,0.4,21
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00022Table.csv,0,10.79,1.72,0,3.2,0.50396,0.7,0.55,22
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00023Table.csv,0,11.59,1.88,0,3.4,0.55084,0.7,0.7,23
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00024Table.csv,0,12.1,1.98,0,3.5,0.58014,0.7,0.85,24
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00025Table.csv,0,7.83,1.2,0,2.3,0.3516,0.9,0.1,25
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00026Table.csv,0,9.22,1.41,0,2.7,0.41313,0.9,0.25,26
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00027Table.csv,0,10.23,1.61,0,3,0.47173,0.9,0.4,27
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00028Table.csv,0,11.1,1.78,0,3.3,0.52154,0.9,0.55,28
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00029Table.csv,0,11.9,1.93,0,3.5,0.56549,0.9,0.7,29
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00030Table.csv,0,12.41,2.04,0,3.6,0.59772,0.9,0.85,30
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00031Table.csv,0,7.95,1.22,0,2.3,0.35746,1.1,0.1,31
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00032Table.csv,0,9.38,1.44,0,2.7,0.42192,1.1,0.25,32
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00033Table.csv,0,10.39,1.64,0,3,0.48052,1.1,0.4,33
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00034Table.csv,0,11.25,1.81,0,3.3,0.53033,1.1,0.55,34
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00035Table.csv,0,12.04,1.96,0,3.5,0.57428,1.1,0.7,35
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00036Table.csv,0,12.57,2.07,0,3.7,0.60651,1.1,0.85,36
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00001Table.csv,0,6.45,3.77,0,1.9,1.10461,0.1,0.1,1
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00002Table.csv,0,7.38,1.13,0,2.2,0.33109,0.1,0.25,2
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00003Table.csv,0,8.28,1.3,0,2.4,0.3809,0.1,0.4,3
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00004Table.csv,0,8.87,1.42,0,2.6,0.41606,0.1,0.55,4
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00005Table.csv,0,10.31,1.67,0,3,0.48931,0.1,0.7,5
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00006Table.csv,0,11.23,1.85,0,3.3,0.54205,0.1,0.85,6
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00007Table.csv,0,6.47,0.99,0,1.9,0.29007,0.3,0.1,7
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00008Table.csv,0,7.59,0,0,2.2,0,0.3,0.25,8
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00009Table.csv,0,8.51,1.35,0,2.5,0.39555,0.3,0.4,9
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00010Table.csv,0,9.24,1.49,0,2.7,0.43657,0.3,0.55,10
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00011Table.csv,0,9.81,1.61,0,2.9,0.47173,0.3,0.7,11
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00012Table.csv,0,11.38,1.87,0,3.3,0.54791,0.3,0.85,12
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00013Table.csv,0,6.64,1.02,0,1.9,0.29886,0.5,0.1,13
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00014Table.csv,0,7.8,1.21,0,2.3,0.35453,0.5,0.25,14
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00015Table.csv,0,8.69,1.38,0,2.5,0.40434,0.5,0.4,15
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00016Table.csv,0,9.58,1.55,0,2.8,0.45415,0.5,0.55,16
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00017Table.csv,0,10.15,1.67,0,3,0.48931,0.5,0.7,17
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00018Table.csv,0,11.52,1.9,0,3.4,0.5567,0.5,0.85,18
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00019Table.csv,0,6.84,1.06,0,2,0.31058,0.7,0.1,19
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00020Table.csv,0,8.07,1.26,0,2.4,0.36918,0.7,0.25,20
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00021Table.csv,0,9.03,1.44,0,2.6,0.42192,0.7,0.4,21
9.5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00022Table.csv,0,9.91,1.61,0,2.9,0.47173,0.7,0.55,22
