Run,Climate,System,Parametric,Heating [kBtuh]_92,Cooling [kBtuh]_92,Fan [kBtuh]_92,Heat [kW]_92,Cool [kW]_92,Fan [kW]_92,Demand [kW]_92,Heating [kBtuh]_95,Cooling [kBtuh]_95,Fan [kBtuh]_95,Heat [kW]_95,Cool [kW]_95,Fan [kW]_95,Demand [kW]_95,U,SHGC,Demand%Diff
30,4A,Elec,BWI+elecres+slab+1990_para00030Table.csv,54.21,0,2.19,15.88,0,0.64167,16.52167,54.21,0,2.17,15.88353,0,0.63581,16.51934,0.9,0.85,-0.014102691
31,4A,Elec,BWI+elecres+slab+1990_para00031Table.csv,55.35,0,1.24,16.22,0,0.36332,16.58332,55.35,0,1.26,16.21755,0,0.36918,16.58673,1.1,0.1,0.020562831
32,4A,Elec,BWI+elecres+slab+1990_para00032Table.csv,55.35,0,1.48,16.22,0,0.43364,16.65364,55.35,0,1.5,16.21755,0,0.4395,16.65705,1.1,0.25,0.020476004
33,4A,Elec,BWI+elecres+slab+1990_para00033Table.csv,55.35,0,1.67,16.22,0,0.48931,16.70931,55.35,0,1.7,16.21755,0,0.4981,16.71565,1.1,0.4,0.037942919
34,4A,Elec,BWI+elecres+slab+1990_para00034Table.csv,55.35,0,1.88,16.22,0,0.55084,16.77084,55.35,0,1.87,16.21755,0,0.54791,16.76546,1.1,0.55,-0.03207949
35,4A,Elec,BWI+elecres+slab+1990_para00035Table.csv,55.35,0,2.04,16.22,0,0.59772,16.81772,55.35,0,2.03,16.21755,0,0.59479,16.81234,1.1,0.7,-0.031990068
36,4A,Elec,BWI+elecres+slab+1990_para00036Table.csv,55.35,0,2.21,16.22,0,0.64753,16.86753,55.35,0,2.19,16.21755,0,0.64167,16.85922,1.1,0.85,-0.049266253
1,4A,Elec,BWI+elecres+slab+IECC_2006_para00001Table.csv,35.57,0,3.05,10.42,0,0.89365,11.31365,35.57,0,3.05,10.42201,0,0.89365,11.31566,0.1,0.1,0.01776615
2,4A,Elec,BWI+elecres+slab+IECC_2006_para00002Table.csv,35.57,0,1.05,10.42,0,0.30765,10.72765,35.57,0,1.07,10.42201,0,0.31351,10.73552,0.1,0.25,0.073361827
3,4A,Elec,BWI+elecres+slab+IECC_2006_para00003Table.csv,35.57,0,1.2,10.42,0,0.3516,10.7716,35.57,0,1.25,10.42201,0,0.36625,10.78826,0.1,0.4,0.154665973
4,4A,Elec,BWI+elecres+slab+IECC_2006_para00004Table.csv,35.57,0,1.37,10.42,0,0.40141,10.82141,35.57,0,1.45,10.42201,0,0.42485,10.84686,0.1,0.55,0.235181922
5,4A,Elec,BWI+elecres+slab+IECC_2006_para00005Table.csv,35.57,0,1.59,10.42,0,0.46587,10.88587,35.57,0,1.63,10.42201,0,0.47759,10.8996,0.1,0.7,0.126126805
6,4A,Elec,BWI+elecres+slab+IECC_2006_para00006Table.csv,35.57,0,1.84,10.42,0,0.53912,10.95912,35.57,0,1.82,10.42201,0,0.53326,10.95527,0.1,0.85,-0.035130558
7,4A,Elec,BWI+elecres+slab+IECC_2006_para00007Table.csv,38.62,0,0.9,11.32,0,0.2637,11.5837,38.62,0,0.91,11.31566,0,0.26663,11.58229,0.3,0.1,-0.012172277
8,4A,Elec,BWI+elecres+slab+IECC_2006_para00008Table.csv,38.62,0,0,11.32,0,0,11.32,38.62,0,0,11.31566,0,0,11.31566,0.3,0.25,-0.038339223
9,4A,Elec,BWI+elecres+slab+IECC_2006_para00009Table.csv,38.62,0,1.23,11.32,0,0.36039,11.68039,38.62,0,1.29,11.31566,0,0.37797,11.69363,0.3,0.4,0.11335238
10,4A,Elec,BWI+elecres+slab+IECC_2006_para00010Table.csv,38.62,0,1.41,11.32,0,0.41313,11.73313,38.62,0,1.47,11.31566,0,0.43071,11.74637,0.3,0.55,0.112842865
11,4A,Elec,BWI+elecres+slab+IECC_2006_para00011Table.csv,38.62,0,1.62,11.32,0,0.47466,11.79466,38.62,0,1.66,11.31566,0,0.48638,11.80204,0.3,0.7,0.062570689
12,4A,Elec,BWI+elecres+slab+IECC_2006_para00012Table.csv,38.62,0,1.86,11.32,0,0.54498,11.86498,38.62,0,1.84,11.31566,0,0.53912,11.85478,0.3,0.85,-0.085967275
13,4A,Elec,BWI+elecres+slab+IECC_2006_para00013Table.csv,41.25,0,0.93,12.09,0,0.27249,12.36249,41.25,0,0.94,12.08625,0,0.27542,12.36167,0.5,0.1,-0.006632968
14,4A,Elec,BWI+elecres+slab+IECC_2006_para00014Table.csv,41.25,0,1.11,12.09,0,0.32523,12.41523,41.25,0,1.14,12.08625,0,0.33402,12.42027,0.5,0.25,0.040595301
15,4A,Elec,BWI+elecres+slab+IECC_2006_para00015Table.csv,41.25,0,1.26,12.09,0,0.36918,12.45918,41.25,0,1.32,12.08625,0,0.38676,12.47301,0.5,0.4,0.11100249
16,4A,Elec,BWI+elecres+slab+IECC_2006_para00016Table.csv,41.25,0,1.44,12.09,0,0.42192,12.51192,41.25,0,1.5,12.08625,0,0.4395,12.52575,0.5,0.55,0.110534594
17,4A,Elec,BWI+elecres+slab+IECC_2006_para00017Table.csv,41.25,0,1.65,12.09,0,0.48345,12.57345,41.25,0,1.68,12.08625,0,0.49224,12.57849,0.5,0.7,0.040084464
18,4A,Elec,BWI+elecres+slab+IECC_2006_para00018Table.csv,41.25,0,1.89,12.09,0,0.55377,12.64377,41.25,0,1.86,12.08625,0,0.54498,12.63123,0.5,0.85,-0.09917928
19,4A,Elec,BWI+elecres+slab+IECC_2006_para00019Table.csv,43.54,0,0.96,12.76,0,0.28128,13.04128,43.54,0,0.98,12.75722,0,0.28714,13.04436,0.7,0.1,0.023617314
20,4A,Elec,BWI+elecres+slab+IECC_2006_para00020Table.csv,43.54,0,1.16,12.76,0,0.33988,13.09988,43.54,0,1.19,12.75722,0,0.34867,13.10589,0.7,0.25,0.045878283
21,4A,Elec,BWI+elecres+slab+IECC_2006_para00021Table.csv,43.54,0,1.33,12.76,0,0.38969,13.14969,43.54,0,1.38,12.75722,0,0.40434,13.16156,0.7,0.4,0.090268288
22,4A,Elec,BWI+elecres+slab+IECC_2006_para00022Table.csv,43.54,0,1.51,12.76,0,0.44243,13.20243,43.54,0,1.56,12.75722,0,0.45708,13.2143,0.7,0.55,0.089907691
23,4A,Elec,BWI+elecres+slab+IECC_2006_para00023Table.csv,43.54,0,1.71,12.76,0,0.50103,13.26103,43.54,0,1.73,12.75722,0,0.50689,13.26411,0.7,0.7,0.023225949
24,4A,Elec,BWI+elecres+slab+IECC_2006_para00024Table.csv,43.54,0,1.93,12.76,0,0.56549,13.32549,43.54,0,1.91,12.75722,0,0.55963,13.31685,0.7,0.85,-0.064838141
25,4A,Elec,BWI+elecres+slab+IECC_2006_para00025Table.csv,45.55,0,1,13.35,0,0.293,13.643,45.55,0,1.01,13.34615,0,0.29593,13.64208,0.9,0.1,-0.006743385
26,4A,Elec,BWI+elecres+slab+IECC_2006_para00026Table.csv,45.55,0,1.22,13.35,0,0.35746,13.70746,45.55,0,1.23,13.34615,0,0.36039,13.70654,0.9,0.25,-0.006711674
27,4A,Elec,BWI+elecres+slab+IECC_2006_para00027Table.csv,45.55,0,1.4,13.35,0,0.4102,13.7602,45.55,0,1.43,13.34615,0,0.41899,13.76514,0.9,0.4,0.035900641
28,4A,Elec,BWI+elecres+slab+IECC_2006_para00028Table.csv,45.55,0,1.6,13.35,0,0.4688,13.8188,45.55,0,1.61,13.34615,0,0.47173,13.81788,0.9,0.55,-0.006657597
29,4A,Elec,BWI+elecres+slab+IECC_2006_para00029Table.csv,45.55,0,1.77,13.35,0,0.51861,13.86861,45.55,0,1.78,13.34615,0,0.52154,13.86769,0.9,0.7,-0.006633686
30,4A,Elec,BWI+elecres+slab+IECC_2006_para00030Table.csv,45.55,0,1.96,13.35,0,0.57428,13.92428,45.55,0,1.95,13.34615,0,0.57135,13.9175,0.9,0.85,-0.048691925
31,4A,Elec,BWI+elecres+slab+IECC_2006_para00031Table.csv,46.71,0,1.02,13.69,0,0.29886,13.98886,46.71,0,1.03,13.68603,0,0.30179,13.98782,1.1,0.1,-0.007434487
32,4A,Elec,BWI+elecres+slab+IECC_2006_para00032Table.csv,46.71,0,1.25,13.69,0,0.36625,14.05625,46.71,0,1.26,13.68603,0,0.36918,14.05521,1.1,0.25,-0.007398844
33,4A,Elec,BWI+elecres+slab+IECC_2006_para00033Table.csv,46.71,0,1.44,13.69,0,0.42192,14.11192,46.71,0,1.46,13.68603,0,0.42778,14.11381,1.1,0.4,0.013392933
34,4A,Elec,BWI+elecres+slab+IECC_2006_para00034Table.csv,46.71,0,1.65,13.69,0,0.48345,14.17345,46.71,0,1.64,13.68603,0,0.48052,14.16655,1.1,0.55,-0.048682572
35,4A,Elec,BWI+elecres+slab+IECC_2006_para00035Table.csv,46.71,0,1.81,13.69,0,0.53033,14.22033,46.71,0,1.8,13.68603,0,0.5274,14.21343,1.1,0.7,-0.048522081
36,4A,Elec,BWI+elecres+slab+IECC_2006_para00036Table.csv,46.71,0,1.99,13.69,0,0.58307,14.27307,46.71,0,1.96,13.68603,0,0.57428,14.26031,1.1,0.85,-0.089399127
1,4A,Elec,BWI+elecres+slab+IECC_2018_para00001Table.csv,19.26,0,3.04,5.64,0,0.89072,6.53072,19.16,0,3.04,5.61388,0,0.89072,6.5046,0.1,0.1,-0.399955901
2,4A,Elec,BWI+elecres+slab+IECC_2018_para00002Table.csv,19.36,0,0.69,5.67,0,0.20217,5.87217,19.6,0,0.71,5.7428,0,0.20803,5.95083,0.1,0.25,1.339538876
3,4A,Elec,BWI+elecres+slab+IECC_2018_para00003Table.csv,19.56,0,0.82,5.73,0,0.24026,5.97026,19.18,0,0.85,5.61974,0,0.24905,5.86879,0.1,0.4,-1.699590973
4,4A,Elec,BWI+elecres+slab+IECC_2018_para00004Table.csv,19.42,0,0.97,5.69,0,0.28421,5.97421,19.03,0,1.01,5.57579,0,0.29593,5.87172,0.1,0.55,-1.715540632
5,4A,Elec,BWI+elecres+slab+IECC_2018_para00005Table.csv,19.24,0,1.14,5.64,0,0.33402,5.97402,18.67,0,1.14,5.47031,0,0.33402,5.80433,0.1,0.7,-2.840465884
6,4A,Elec,BWI+elecres+slab+IECC_2018_para00006Table.csv,18.97,0,1.33,5.56,0,0.38969,5.94969,18.99,0,1.32,5.56407,0,0.38676,5.95083,0.1,0.85,0.019160662
7,4A,Elec,BWI+elecres+slab+IECC_2018_para00007Table.csv,22.61,0,0.58,6.62,0,0.16994,6.78994,22.47,0,0.59,6.58371,0,0.17287,6.75658,0.3,0.1,-0.491315093
8,4A,Elec,BWI+elecres+slab+IECC_2018_para00008Table.csv,22.82,0,0,6.69,0,0,6.69,22.66,0,0,6.63938,0,0,6.63938,0.3,0.25,-0.756651719
9,4A,Elec,BWI+elecres+slab+IECC_2018_para00009Table.csv,22.89,0,0.87,6.71,0,0.25491,6.96491,22.5,0,0.91,6.5925,0,0.26663,6.85913,0.3,0.4,-1.518756165
10,4A,Elec,BWI+elecres+slab+IECC_2018_para00010Table.csv,22.81,0,1.03,6.68,0,0.30179,6.98179,22.34,0,1.06,6.54562,0,0.31058,6.8562,0.3,0.55,-1.798822365
11,4A,Elec,BWI+elecres+slab+IECC_2018_para00011Table.csv,22.63,0,1.21,6.63,0,0.35453,6.98453,22.59,0,1.24,6.61887,0,0.36332,6.98219,0.3,0.7,-0.033502612
12,4A,Elec,BWI+elecres+slab+IECC_2018_para00012Table.csv,22.26,0,1.4,6.52,0,0.4102,6.9302,22.27,0,1.38,6.52511,0,0.40434,6.92945,0.3,0.85,-0.010822198
13,4A,Elec,BWI+elecres+slab+IECC_2018_para00013Table.csv,25.63,0,0.63,7.51,0,0.18459,7.69459,25.85,0,0.64,7.57405,0,0.18752,7.76157,0.5,0.1,0.870481728
14,4A,Elec,BWI+elecres+slab+IECC_2018_para00014Table.csv,25.48,0,0.78,7.47,0,0.22854,7.69854,26.17,0,0.82,7.66781,0,0.24026,7.90807,0.5,0.25,2.721684891
15,4A,Elec,BWI+elecres+slab+IECC_2018_para00015Table.csv,25.76,0,0.92,7.55,0,0.26956,7.81956,25.94,0,0.98,7.60042,0,0.28714,7.88756,0.5,0.4,0.869614147
16,4A,Elec,BWI+elecres+slab+IECC_2018_para00016Table.csv,25.83,0,1.09,7.57,0,0.31937,7.88937,25.78,0,1.14,7.55354,0,0.33402,7.88756,0.5,0.55,-0.022942263
17,4A,Elec,BWI+elecres+slab+IECC_2018_para00017Table.csv,25.71,0,1.27,7.53,0,0.37211,7.90211,25.68,0,1.3,7.52424,0,0.3809,7.90514,0.5,0.7,0.038344189
18,4A,Elec,BWI+elecres+slab+IECC_2018_para00018Table.csv,25.44,0,1.48,7.45,0,0.43364,7.88364,25.47,0,1.45,7.46271,0,0.42485,7.88756,0.5,0.85,0.049723224
19,4A,Elec,BWI+elecres+slab+IECC_2018_para00019Table.csv,29.17,0,0.69,8.55,0,0.20217,8.75217,28.84,0,0.69,8.45012,0,0.20217,8.65229,0.7,0.1,-1.141202696
20,4A,Elec,BWI+elecres+slab+IECC_2018_para00020Table.csv,28.67,0,0.86,8.4,0,0.25198,8.65198,28.66,0,0.88,8.39738,0,0.25784,8.65522,0.7,0.25,0.037448075
21,4A,Elec,BWI+elecres+slab+IECC_2018_para00021Table.csv,28.52,0,1.01,8.36,0,0.29593,8.65593,28.48,0,1.05,8.34464,0,0.30765,8.65229,0.7,0.4,-0.042052096
22,4A,Elec,BWI+elecres+slab+IECC_2018_para00022Table.csv,28.61,0,1.18,8.38,0,0.34574,8.72574,28.57,0,1.22,8.37101,0,0.35746,8.72847,0.7,0.55,0.031286745
23,4A,Elec,BWI+elecres+slab+IECC_2018_para00023Table.csv,28.5,0,1.36,8.35,0,0.39848,8.74848,28.47,0,1.38,8.34171,0,0.40434,8.74605,0.7,0.7,-0.027776254
24,4A,Elec,BWI+elecres+slab+IECC_2018_para00024Table.csv,28.3,0,1.55,8.29,0,0.45415,8.74415,28.32,0,1.53,8.29776,0,0.44829,8.74605,0.7,0.85,0.021728813
25,4A,Elec,BWI+elecres+slab+IECC_2018_para00025Table.csv,31.41,0,0.72,9.2,0,0.21096,9.41096,31.73,0,0.74,9.29689,0,0.21682,9.51371,0.9,0.1,1.0918121
26,4A,Elec,BWI+elecres+slab+IECC_2018_para00026Table.csv,31.21,0,0.93,9.14,0,0.27249,9.41249,31.2,0,0.94,9.1416,0,0.27542,9.41702,0.9,0.25,0.048127541
27,4A,Elec,BWI+elecres+slab+IECC_2018_para00027Table.csv,31.31,0,1.1,9.17,0,0.3223,9.4923,31.28,0,1.13,9.16504,0,0.33109,9.49613,0.9,0.4,0.040348493
28,4A,Elec,BWI+elecres+slab+IECC_2018_para00028Table.csv,29.33,0,1.21,8.59,0,0.35453,8.94453,29.32,0,1.22,8.59076,0,0.35746,8.94822,0.9,0.55,0.041254264
29,4A,Elec,BWI+elecres+slab+IECC_2018_para00029Table.csv,31.02,0,1.45,9.09,0,0.42485,9.51485,31.01,0,1.46,9.08593,0,0.42778,9.51371,0.9,0.7,-0.011981271
30,4A,Elec,BWI+elecres+slab+IECC_2018_para00030Table.csv,30.85,0,1.62,9.04,0,0.47466,9.51466,30.86,0,1.6,9.04198,0,0.4688,9.51078,0.9,0.85,-0.040779177
31,4A,Elec,BWI+elecres+slab+IECC_2018_para00031Table.csv,32.94,0,0.75,9.65,0,0.21975,9.86975,32.93,0,0.76,9.64849,0,0.22268,9.87117,1.1,0.1,0.014387396
32,4A,Elec,BWI+elecres+slab+IECC_2018_para00032Table.csv,32.72,0,0.97,9.59,0,0.28421,9.87421,32.71,0,0.98,9.58403,0,0.28714,9.87117,1.1,0.25,-0.030787273
33,4A,Elec,BWI+elecres+slab+IECC_2018_para00033Table.csv,32.82,0,1.15,9.62,0,0.33695,9.95695,32.8,0,1.17,9.6104,0,0.34281,9.95321,1.1,0.4,-0.037561703
34,4A,Elec,BWI+elecres+slab+IECC_2018_para00034Table.csv,32.35,0,1.33,9.48,0,0.38969,9.86969,32.36,0,1.33,9.48148,0,0.38969,9.87117,1.1,0.55,0.014995405
35,4A,Elec,BWI+elecres+slab+IECC_2018_para00035Table.csv,32.53,0,1.5,9.53,0,0.4395,9.9695,32.54,0,1.5,9.53422,0,0.4395,9.97372,1.1,0.7,0.042329104
36,4A,Elec,BWI+elecres+slab+IECC_2018_para00036Table.csv,32.04,0,1.65,9.39,0,0.48345,9.87345,32.06,0,1.62,9.39358,0,0.47466,9.86824,1.1,0.85,-0.052767776
1,4A,Gas,BWI+gasfurnace+slab+1990_para00001Table.csv,0,7.43,3.82,0,2.2,1.11926,3.31926,0,7.54,3.82,0,2.20922,1.11926,3.32848,0.1,0.1,0.277772757
2,4A,Gas,BWI+gasfurnace+slab+1990_para00002Table.csv,0,8.32,1.32,0,2.4,0.38676,2.78676,0,8.39,1.34,0,2.45827,0.39262,2.85089,0.1,0.25,2.301238714
3,4A,Gas,BWI+gasfurnace+slab+1990_para00003Table.csv,0,8.86,1.44,0,2.6,0.42192,3.02192,0,9.03,1.47,0,2.64579,0.43071,3.0765,0.1,0.4,1.806136496
4,4A,Gas,BWI+gasfurnace+slab+1990_para00004Table.csv,0,9.5,1.58,0,2.8,0.46294,3.26294,0,9.73,1.62,0,2.85089,0.47466,3.32555,0.1,0.55,1.918821676
5,4A,Gas,BWI+gasfurnace+slab+1990_para00005Table.csv,0,10.29,1.75,0,3,0.51275,3.51275,0,11.4,1.92,0,3.3402,0.56256,3.90276,0.1,0.7,11.10269732
6,4A,Gas,BWI+gasfurnace+slab+1990_para00006Table.csv,0,12.4,2.12,0,3.6,0.62116,4.22116,0,12.29,2.1,0,3.60097,0.6153,4.21627,0.1,0.85,-0.115844934
7,4A,Gas,BWI+gasfurnace+slab+1990_para00007Table.csv,0,7.58,1.18,0,2.2,0.34574,2.54574,0,7.7,1.2,0,2.2561,0.3516,2.6077,0.3,0.1,2.433869916
8,4A,Gas,BWI+gasfurnace+slab+1990_para00008Table.csv,0,8.44,0,0,2.5,0,2.5,0,8.5,0,0,2.4905,0,2.4905,0.3,0.25,-0.38
9,4A,Gas,BWI+gasfurnace+slab+1990_para00009Table.csv,0,9.01,1.47,0,2.6,0.43071,3.03071,0,9.17,1.5,0,2.68681,0.4395,3.12631,0.3,0.4,3.154376367
10,4A,Gas,BWI+gasfurnace+slab+1990_para00010Table.csv,0,9.62,1.6,0,2.8,0.4688,3.2688,0,9.85,1.65,0,2.88605,0.48345,3.3695,0.3,0.55,3.080641214
11,4A,Gas,BWI+gasfurnace+slab+1990_para00011Table.csv,0,11.29,1.9,0,3.3,0.5567,3.8567,0,11.51,1.94,0,3.37243,0.56842,3.94085,0.3,0.7,2.181917183
12,4A,Gas,BWI+gasfurnace+slab+1990_para00012Table.csv,0,12.53,2.15,0,3.7,0.62995,4.32995,0,12.39,2.12,0,3.63027,0.62116,4.25143,0.3,0.85,-1.813415859
13,4A,Gas,BWI+gasfurnace+slab+1990_para00013Table.csv,0,7.74,1.21,0,2.3,0.35453,2.65453,0,7.87,1.23,0,2.30591,0.36039,2.6663,0.5,0.1,0.443392992
14,4A,Gas,BWI+gasfurnace+slab+1990_para00014Table.csv,0,8.57,1.38,0,2.5,0.40434,2.90434,0,8.61,1.38,0,2.52273,0.40434,2.92707,0.5,0.25,0.782621869
15,4A,Gas,BWI+gasfurnace+slab+1990_para00015Table.csv,0,9.13,1.5,0,2.7,0.4395,3.1395,0,9.28,1.53,0,2.71904,0.44829,3.16733,0.5,0.4,0.886446886
16,4A,Gas,BWI+gasfurnace+slab+1990_para00016Table.csv,0,9.75,1.63,0,2.9,0.47759,3.37759,0,9.94,1.67,0,2.91242,0.48931,3.40173,0.5,0.55,0.714710785
17,4A,Gas,BWI+gasfurnace+slab+1990_para00017Table.csv,0,11.46,1.93,0,3.4,0.56549,3.96549,0,11.62,1.96,0,3.40466,0.57428,3.97894,0.5,0.7,0.339176243
18,4A,Gas,BWI+gasfurnace+slab+1990_para00018Table.csv,0,12.67,2.17,0,3.7,0.63581,4.33581,0,12.51,2.14,0,3.66543,0.62702,4.29245,0.5,0.85,-1.000043821
19,4A,Gas,BWI+gasfurnace+slab+1990_para00019Table.csv,0,7.91,1.24,0,2.3,0.36332,2.66332,0,8.05,1.26,0,2.35865,0.36918,2.72783,0.7,0.1,2.422164817
20,4A,Gas,BWI+gasfurnace+slab+1990_para00020Table.csv,0,8.74,1.41,0,2.6,0.41313,3.01313,0,8.76,1.41,0,2.56668,0.41313,2.97981,0.7,0.25,-1.105826831
21,4A,Gas,BWI+gasfurnace+slab+1990_para00021Table.csv,0,9.34,1.54,0,2.7,0.45122,3.15122,0,9.46,1.56,0,2.77178,0.45708,3.22886,0.7,0.4,2.463807668
22,4A,Gas,BWI+gasfurnace+slab+1990_para00022Table.csv,0,10.01,1.68,0,2.9,0.49224,3.39224,0,11.03,1.84,0,3.23179,0.53912,3.77091,0.7,0.55,11.16283046
23,4A,Gas,BWI+gasfurnace+slab+1990_para00023Table.csv,0,11.73,1.98,0,3.4,0.58014,3.98014,0,11.89,2.01,0,3.48377,0.58893,4.0727,0.7,0.7,2.325546338
24,4A,Gas,BWI+gasfurnace+slab+1990_para00024Table.csv,0,12.8,2.2,0,3.8,0.6446,4.4446,0,12.72,2.18,0,3.72696,0.63874,4.3657,0.7,0.85,-1.775187868
25,4A,Gas,BWI+gasfurnace+slab+1990_para00025Table.csv,0,8.05,1.27,0,2.4,0.37211,2.77211,0,8.15,1.28,0,2.38795,0.37504,2.76299,0.9,0.1,-0.328991274
26,4A,Gas,BWI+gasfurnace+slab+1990_para00026Table.csv,0,8.91,1.45,0,2.6,0.42485,3.02485,0,8.92,1.45,0,2.61356,0.42485,3.03841,0.9,0.25,0.448286692
27,4A,Gas,BWI+gasfurnace+slab+1990_para00027Table.csv,0,9.56,1.59,0,2.8,0.46587,3.26587,0,9.65,1.6,0,2.82745,0.4688,3.29625,0.9,0.4,0.930226861
28,4A,Gas,BWI+gasfurnace+slab+1990_para00028Table.csv,0,11.26,1.88,0,3.3,0.55084,3.85084,0,11.33,1.89,0,3.31969,0.55377,3.87346,0.9,0.55,0.587404307
29,4A,Gas,BWI+gasfurnace+slab+1990_para00029Table.csv,0,12.08,2.05,0,3.5,0.60065,4.10065,0,12.15,2.06,0,3.55995,0.60358,4.16353,0.9,0.7,1.533415434
30,4A,Gas,BWI+gasfurnace+slab+1990_para00030Table.csv,0,12.89,2.22,0,3.8,0.65046,4.45046,0,12.88,2.21,0,3.77384,0.64753,4.42137,0.9,0.85,-0.653640298
31,4A,Gas,BWI+gasfurnace+slab+1990_para00031Table.csv,0,8.17,1.29,0,2.4,0.37797,2.77797,0,8.22,1.29,0,2.40846,0.37797,2.78643,1.1,0.1,0.304538926
32,4A,Gas,BWI+gasfurnace+slab+1990_para00032Table.csv,0,9,1.46,0,2.6,0.42778,3.02778,0,9,1.46,0,2.637,0.42778,3.06478,1.1,0.25,1.222017452
33,4A,Gas,BWI+gasfurnace+slab+1990_para00033Table.csv,0,9.69,1.61,0,2.8,0.47173,3.27173,0,9.75,1.62,0,2.85675,0.47466,3.33141,1.1,0.4,1.824111403
34,4A,Gas,BWI+gasfurnace+slab+1990_para00034Table.csv,0,11.48,1.93,0,3.4,0.56549,3.96549,0,11.46,1.92,0,3.35778,0.56256,3.92034,1.1,0.55,-1.138573039
35,4A,Gas,BWI+gasfurnace+slab+1990_para00035Table.csv,0,12.24,2.08,0,3.6,0.60944,4.20944,0,12.24,2.08,0,3.58632,0.60944,4.19576,1.1,0.7,-0.324983846
36,4A,Gas,BWI+gasfurnace+slab+1990_para00036Table.csv,0,12.97,2.24,0,3.8,0.65632,4.45632,0,12.94,2.23,0,3.79142,0.65339,4.44481,1.1,0.85,-0.258284863
1,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00001Table.csv,0,5.82,3.97,0,1.7,1.16321,2.86321,0,5.85,3.97,0,1.71405,1.16321,2.87726,0.1,0.1,0.490707982
2,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00002Table.csv,0,6.98,1.11,0,2,0.32523,2.32523,0,7.07,1.12,0,2.07151,0.32816,2.39967,0.1,0.25,3.201403732
3,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00003Table.csv,0,7.73,1.25,0,2.3,0.36625,2.66625,0,7.99,1.31,0,2.34107,0.38383,2.7249,0.1,0.4,2.199718706
4,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00004Table.csv,0,8.43,1.4,0,2.5,0.4102,2.9102,0,8.65,1.45,0,2.53445,0.42485,2.9593,0.1,0.55,1.687169267
5,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00005Table.csv,0,9.19,1.56,0,2.7,0.45708,3.15708,0,9.35,1.6,0,2.73955,0.4688,3.20835,0.1,0.7,1.623968984
6,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00006Table.csv,0,10.99,1.89,0,3.2,0.55377,3.75377,0,10.03,1.74,0,2.93879,0.50982,3.44861,0.1,0.85,-8.129427216
7,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00007Table.csv,0,5.94,0.93,0,1.7,0.27249,1.97249,0,6,0.94,0,1.758,0.27542,2.03342,0.3,0.1,3.088989044
8,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00008Table.csv,0,7.16,0,0,2.1,0,2.1,0,7.28,0,0,2.13304,0,2.13304,0.3,0.25,1.573333333
9,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00009Table.csv,0,7.88,1.29,0,2.3,0.37797,2.67797,0,8.12,1.33,0,2.37916,0.38969,2.76885,0.3,0.4,3.393615313
10,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00010Table.csv,0,8.57,1.43,0,2.5,0.41899,2.91899,0,8.77,1.47,0,2.56961,0.43071,3.00032,0.3,0.55,2.786237706
11,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00011Table.csv,0,9.31,1.59,0,2.7,0.46587,3.16587,0,9.45,1.61,0,2.76885,0.47173,3.24058,0.3,0.7,2.359856848
12,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00012Table.csv,0,11.12,1.92,0,3.3,0.56256,3.86256,0,11.02,1.89,0,3.22886,0.55377,3.78263,0.3,0.85,-2.069352968
13,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00013Table.csv,0,6.04,0.95,0,1.8,0.27835,2.07835,0,6.1,0.96,0,1.7873,0.28128,2.06858,0.5,0.1,-0.470084442
14,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00014Table.csv,0,7.33,1.17,0,2.1,0.34281,2.44281,0,7.44,1.19,0,2.17992,0.34867,2.52859,0.5,0.25,3.511529755
15,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00015Table.csv,0,8.05,1.32,0,2.4,0.38676,2.78676,0,8.24,1.36,0,2.41432,0.39848,2.8128,0.5,0.4,0.934418464
16,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00016Table.csv,0,8.7,1.45,0,2.5,0.42485,2.92485,0,8.87,1.49,0,2.59891,0.43657,3.03548,0.5,0.55,3.782416192
17,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00017Table.csv,0,9.45,1.62,0,2.8,0.47466,3.27466,0,9.54,1.63,0,2.79522,0.47759,3.27281,0.5,0.7,-0.056494415
18,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00018Table.csv,0,11.28,1.95,0,3.3,0.57135,3.87135,0,11.12,1.92,0,3.25816,0.56256,3.82072,0.5,0.85,-1.30781252
19,4A,Gas,BWI+gasfurnace+slab+IECC_2006_para00019Table.csv,0,6.15,0.97,0,1.8,0.28421,2.08421,0,6.63,1.04,0,1.94259,0.30472,2.24731,0.7,0.1,7.825507027
