Run,Climate,System,Parametric,Heating [kBtu]_92,Cooling [kBtu]_92,Fan [kBtu]_92,Heat [kWh]_92,Cool [kWh]_92,Fan [kWh]_92,Heating [kBtu]_95,Cooling [kBtu]_95,Fan [kBtu]_95,Heat [kWh]_95,Cool [kWh]_95,Fan [kWh]_95,U,SHGC,Heat%Diff,Cool%Diff,Fan%Diff
36,2A,Elec,HOU+elecres+slab+IECC_2018_para00036Table.csv,17476.48,21397.95,5229.26,5120.61,6269.6,1532.17318,17530.33,21159.08,5173.09,5136.39,6199.6,1515.71537,1.1,0.85,0.30812841,-1.116321891,-1.074148159
1,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00001Table.csv,28583,15464,3553,8374.83,4530.84,1041.08,28304,15783,3611,8293.01,4624.39,1058.01,0.1,0.1,-0.976104678,2.062855665,1.632423304
2,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00002Table.csv,26790,17573,4038,7849.43,5148.77,1183.08,26570,17916,4107,7785.13,5249.39,1203.49,0.1,0.25,-0.821201941,1.951857964,1.708766716
3,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00003Table.csv,25729,19106,4423,7538.73,5598.06,1295.87,25231,20017,4611,7392.66,5865.1,1350.96,0.1,0.4,-1.935559097,4.768135664,4.250508704
4,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00004Table.csv,24612,21069,4900,7211.25,6173.08,1435.78,24132,22176,5125,7070.68,6497.59,1501.71,0.1,0.55,-1.950268162,5.254164887,4.591836735
5,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00005Table.csv,23463,23668,5505,6874.74,6934.67,1613.04,23256,24299,5645,6814.02,7119.65,1654.06,0.1,0.7,-0.882240123,2.666046983,2.543142598
6,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00006Table.csv,22484,26632,6219,6587.73,7803.04,1822.25,22541,26402,6166,6604.63,7735.81,1806.74,0.1,0.85,0.25351361,-0.86362271,-0.852227046
7,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00007Table.csv,32241,15408,3632,9446.64,4514.44,1064.18,31921,15773,3689,9352.81,4621.45,1080.97,0.3,0.1,-0.992525046,2.368899273,1.56938326
8,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00008Table.csv,30304,17548,4126,8879.15,5141.51,1208.82,30062,17900,4199,8808.28,5244.66,1230.29,0.3,0.25,-0.798574446,2.005926601,1.769268056
9,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00009Table.csv,29192,18992,4503,8553.13,5564.76,1319.24,28634,19933,4691,8389.72,5840.29,1374.32,0.3,0.4,-1.911482598,4.954717776,4.174994448
10,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00010Table.csv,27950,20970,4986,8189.34,6144.22,1460.85,27461,21975,5192,8046,6438.69,1521.29,0.3,0.55,-1.749552773,4.792560801,4.131568391
11,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00011Table.csv,26695,23497,5580,7821.51,6884.48,1634.95,26495,24033,5700,7762.89,7041.75,1670.2,0.3,0.7,-0.749203971,2.281142273,2.150537634
12,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00012Table.csv,25619,26369,6278,7506.33,7726.13,1839.43,25701,26077,6210,7530.31,7640.62,1819.62,0.3,0.85,0.320074944,-1.107360916,-1.083147499
13,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00013Table.csv,35308,15449,3704,10345.23,4526.57,1085.24,34984,15786,3771,10250.36,4625.21,1104.94,0.5,0.1,-0.917639062,2.181370963,1.808855292
14,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00014Table.csv,33277,17555,4212,9750.12,5143.47,1234.01,33046,17886,4281,9682.36,5240.52,1254.45,0.5,0.25,-0.694173153,1.885502706,1.638176638
15,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00015Table.csv,32115,18988,4587,9409.62,5563.48,1344.03,31558,19860,4764,9246.43,5818.86,1395.84,0.5,0.4,-1.734392029,4.592374131,3.858731197
16,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00016Table.csv,30774,20989,5070,9016.69,6149.79,1485.58,30311,21855,5258,8881.03,6403.49,1540.45,0.5,0.55,-1.5045168,4.125970747,3.708086785
17,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00017Table.csv,29439,23450,5664,8625.73,6870.8,1659.43,29276,23846,5753,8577.84,6986.79,1685.59,0.5,0.7,-0.553687286,1.68869936,1.571327684
18,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00018Table.csv,28303,26212,6339,8292.64,7679.97,1857.24,28416,25833,6251,8325.98,7568.95,1831.57,0.5,0.85,0.399250963,-1.44590264,-1.388231582
19,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00019Table.csv,37863,15561,3796,11093.78,4559.35,1112.29,37540,15891,3856,10999.09,4656.15,1129.9,0.7,0.1,-0.853075562,2.120686331,1.58061117
20,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00020Table.csv,35596,17857,4354,10429.67,5232.09,1275.73,35410,18119,4411,10375.13,5308.85,1292.56,0.7,0.25,-0.522530621,1.467211738,1.30914102
21,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00021Table.csv,34210,19558,4782,10023.67,5730.35,1401.21,33820,20187,4921,9909.33,5914.84,1441.8,0.7,0.4,-1.140017539,3.216075263,2.906733584
22,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00022Table.csv,32849,21575,5279,9624.79,6321.4,1546.7,32575,22119,5401,9544.34,6480.8,1582.63,0.7,0.55,-0.83411976,2.521436848,2.311043758
23,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00023Table.csv,31673,23759,5816,9280.25,6961.44,1704.13,31541,24055,5884,9241.65,7048.06,1724.09,0.7,0.7,-0.416758754,1.24584368,1.169188446
24,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00024Table.csv,30604,26216,6422,8966.9,7681.32,1881.64,30690,25941,6358,8992.17,7600.74,1862.98,0.7,0.85,0.281009018,-1.048977724,-0.996574276
25,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00025Table.csv,40096,15665,3878,11748.19,4589.7,1136.25,39780,15984,3938,11655.4,4683.28,1153.78,0.9,0.1,-0.78810854,2.03638685,1.547189273
26,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00026Table.csv,37568,18225,4497,11007.36,5339.83,1317.73,37458,18374,4530,10975.22,5383.6,1327.35,0.9,0.25,-0.292802385,0.817558299,0.733822548
27,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00027Table.csv,36002,20117,4980,10548.72,5894.15,1459.22,35769,20510,5070,10480.39,6009.47,1485.61,0.9,0.4,-0.647186267,1.953571606,1.807228916
28,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00028Table.csv,34580,22324,5524,10131.89,6541.02,1618.66,34517,22440,5551,10113.56,6574.79,1626.35,0.9,0.55,-0.182186235,0.51962014,0.488776249
29,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00029Table.csv,33577,24150,5979,9837.99,7075.86,1751.72,33508,24285,6010,9817.82,7115.47,1761.02,0.9,0.7,-0.205497811,0.559006211,0.518481351
30,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00030Table.csv,32644,26206,6489,9564.6,7678.44,1901.38,32690,26053,6454,9578.23,7633.44,1890.97,0.9,0.85,0.140914104,-0.583835763,-0.539374326
31,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00031Table.csv,41355,15767,3928,12116.93,4619.82,1150.97,41053,16064,3992,12028.61,4706.64,1169.55,1.1,0.1,-0.730262362,1.883681106,1.629327902
32,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00032Table.csv,38736,18391,4577,11349.74,5388.66,1341.02,38661,18501,4601,11327.64,5420.93,1347.98,1.1,0.25,-0.19361834,0.598118645,0.524360935
33,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00033Table.csv,37094,20403,5089,10868.55,5978.05,1491.21,36948,20644,5145,10825.8,6048.79,1507.46,1.1,0.4,-0.393594651,1.181198843,1.100412655
34,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00034Table.csv,35674,22585,5630,10452.41,6617.34,1649.51,35694,22535,5617,10458.45,6602.78,1645.82,1.1,0.55,0.056063239,-0.221385876,-0.230905861
35,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00035Table.csv,34691,24341,6066,10164.47,7131.87,1777.37,34697,24309,6058,10166.25,7122.4,1775.13,1.1,0.7,0.017295552,-0.131465429,-0.131882624
36,2A,Gas,HOU+gasfurnace+slab+Prior1990_para00036Table.csv,33808,26228,6536,9905.8,7684.93,1915.12,33888,26006,6484,9929.16,7619.72,1899.8,1.1,0.85,0.236630383,-0.846423669,-0.795593635
1,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00001Table.csv,18891.83,13061.98,2802.23,5535.31,3827.2,821.05339,18605.36,13388.99,2858.98,5451.37,3923,837.68114,0.1,0.1,-1.516369775,2.503525499,2.025172809
2,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00002Table.csv,17142.38,15234.45,3268.72,5022.72,4463.7,957.73496,16937.42,15591.51,3340.08,4962.66,4568.3,978.64344,0.1,0.25,-1.195633278,2.343766923,2.183117551
3,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00003Table.csv,16177,16828.03,3642.47,4739.86,4930.6,1067.24371,15744.45,17770.27,3832.47,4613.12,5206.7,1122.91371,0.1,0.4,-2.673857946,5.599229381,5.216240628
4,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00004Table.csv,15219.49,18905.51,4118.26,4459.31,5539.3,1206.65018,14828.19,20027.07,4351.71,4344.66,5867.9,1275.05103,0.1,0.55,-2.571045416,5.932450381,5.66865618
5,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00005Table.csv,14303.25,21585.29,4733.82,4190.85,6324.5,1387.00926,14143.07,22240.03,4879.22,4143.92,6516.3,1429.61146,0.1,0.7,-1.119885341,3.033269416,3.071515182
6,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00006Table.csv,13569.94,24668.94,5464.07,3975.99,7228,1600.97251,13612.12,24417.14,5405.92,3988.35,7154.2,1583.93456,0.1,0.85,0.310834094,-1.020716739,-1.064225019
7,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00007Table.csv,22491.25,12996.31,2883.49,6589.94,3807.9,844.86257,22159.57,13349.54,2947.22,6492.75,3911.4,863.53546,0.3,0.1,-1.47470683,2.717925319,2.210168927
8,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00008Table.csv,20548.52,15170.81,3355.07,6020.72,4445,983.03551,20314.04,15548.38,3431.86,5952.01,4555.7,1005.53498,0.3,0.25,-1.14110408,2.488792622,2.288774899
9,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00009Table.csv,19484.48,16695.33,3727.95,5708.95,4891.7,1092.28935,18980.25,17651.31,3921.17,5561.21,5171.8,1148.90281,0.3,0.4,-2.587854539,5.72603237,5.183009429
10,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00010Table.csv,18372.49,18745.25,4201.65,5383.14,5492.4,1231.08345,17954.99,19769.66,4416.52,5260.81,5792.5,1294.04036,0.3,0.55,-2.272419253,5.464904442,5.113943332
11,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00011Table.csv,17315.1,21355.66,4805.99,5073.32,6257.2,1408.15507,17152.19,21911.42,4931.57,5025.59,6420,1444.95001,0.3,0.7,-0.940855092,2.602401424,2.612989207
12,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00012Table.csv,16454.03,24339.67,5519.73,4821.03,7131.5,1617.28089,16519.31,24023.73,5446.41,4840.16,7039,1595.79813,0.3,0.85,0.39674171,-1.298045536,-1.328325842
13,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00013Table.csv,25555.84,13028.29,2961.62,7487.86,3817.3,867.75466,25216.48,13355.54,3021.93,7388.43,3913.2,885.42549,0.5,0.1,-1.327915655,2.511841539,2.036385492
14,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00014Table.csv,23481.43,15177.21,3444.5,6880.06,4446.9,1009.2385,23252.66,15506.24,3513.34,6813.03,4543.3,1029.40862,0.5,0.25,-0.974259234,2.167921509,1.998548411
15,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00015Table.csv,22342.22,16659.27,3812.4,6546.27,4881.2,1117.0332,21817.74,17566.83,3990.59,6392.6,5147.1,1169.24287,0.5,0.4,-2.347483822,5.447777724,4.673958661
16,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00016Table.csv,21095.91,18731.42,4294.6,6181.1,5488.3,1258.3178,20686.74,19620.23,4483.22,6061.21,5748.7,1313.58346,0.5,0.55,-1.939570277,4.745022,4.392027197
17,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00017Table.csv,19933.03,21275.27,4890.72,5840.38,6233.7,1432.98096,19792.66,21684.78,4983.9,5799.25,6353.6,1460.2827,0.5,0.7,-0.704208041,1.924816935,1.905240946
18,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00018Table.csv,18988.15,24133.28,5579.63,5563.53,7071.1,1634.83159,19082.83,23751.22,5490.35,5591.27,6959.1,1608.67255,0.5,0.85,0.498626775,-1.583125046,-1.6001061
19,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00019Table.csv,28130.21,13142.78,3053.24,8242.15,3850.8,894.59932,27788.4,13466.63,3114.91,8142,3945.7,912.66863,0.7,0.1,-1.215099354,2.46409055,2.019821567
20,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00020Table.csv,25801.07,15484.96,3580.19,7559.71,4537.1,1048.99567,25614.81,15756.79,3640.28,7505.14,4616.7,1066.60204,0.7,0.25,-0.721908045,1.755445284,1.678402543
21,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00021Table.csv,24438.16,17223.44,4005.46,7160.38,5046.5,1173.59978,24065.4,17872.84,4145.83,7051.16,5236.7,1214.72819,0.7,0.4,-1.525319418,3.770443071,3.504466403
22,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00022Table.csv,23157.71,19308.92,4501.62,6785.21,5657.5,1318.97466,22908.9,19870.06,4628.57,6712.31,5821.9,1356.17101,0.7,0.55,-1.074415389,2.906118001,2.820095877
23,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00023Table.csv,22110.56,21581.11,5039.02,6478.39,6323.3,1476.43286,21994.73,21881.42,5118.18,6444.46,6411.3,1499.62674,0.7,0.7,-0.523867329,1.391541028,1.570940381
24,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00024Table.csv,21199.59,24103.01,5662.44,6211.48,7062.2,1659.09492,21272.87,23850.65,5593.34,6232.95,6988.2,1638.84862,0.7,0.85,0.345667062,-1.047006162,-1.220321981
25,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00025Table.csv,30390.34,13250.1,3128.49,8904.37,3882.3,916.64757,30054.66,13575.57,3192.27,8806.02,3977.6,935.33511,0.9,0.1,-1.104561515,2.45635882,2.038683199
26,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00026Table.csv,27782.66,15836.65,3730.09,8140.32,4640.1,1092.91637,27672.47,15991.66,3764.93,8108.03,4685.6,1103.12449,0.9,0.25,-0.396614291,0.978805492,0.934025721
27,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00027Table.csv,26243.59,17784.45,4201.96,7689.37,5210.8,1231.17428,26018.63,18193.89,4296.73,7623.46,5330.8,1258.94189,0.9,0.4,-0.857199796,2.302235942,2.255376063
28,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00028Table.csv,24894.33,20063.16,4751.61,7294.04,5878.5,1392.22173,24836.16,20183.92,4779.6,7276.99,5913.9,1400.4228,0.9,0.55,-0.233667666,0.601899202,0.589063496
29,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00029Table.csv,23986.19,21969.7,5206.41,7027.95,6437.1,1525.47813,23925.24,22110.69,5239.66,7010.1,6478.4,1535.22038,0.9,0.7,-0.254104549,0.641747498,0.638635835
30,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00030Table.csv,23174.76,24089.2,5725.51,6790.2,7058.1,1677.57443,23214.96,23946.41,5692.18,6801.98,7016.3,1667.80874,0.9,0.85,0.17346458,-0.59275526,-0.582131548
31,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00031Table.csv,31663.66,13347.79,3184.41,9277.45,3910.9,933.03213,31343.92,13648.23,3244.55,9183.77,3998.9,950.65315,1.1,0.1,-1.009801141,2.250859506,1.888575906
32,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00032Table.csv,28958.58,16021.42,3813.86,8484.86,4694.3,1117.46098,28882.73,16123.62,3836.87,8462.64,4724.2,1124.20291,1.1,0.25,-0.261925826,0.637896017,0.603325764
33,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00033Table.csv,27339.53,18078.39,4314.45,8010.48,5297,1264.13385,27198.13,18328.19,4372.74,7969.05,5370.2,1281.21282,1.1,0.4,-0.51719982,1.381760212,1.351041268
34,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00034Table.csv,25985.29,20326.67,4860.06,7613.69,5955.7,1423.99758,26004.63,20276.38,4847.35,7619.36,5941,1420.27355,1.1,0.55,0.074426724,-0.247408946,-0.261519405
35,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00035Table.csv,25086.61,22160.88,5297.26,7350.38,6493.1,1552.09718,25092.27,22128.57,5289.76,7352.04,6483.7,1549.89968,1.1,0.7,0.022561837,-0.145797459,-0.14158263
36,2A,Gas,HOU+gasfurnace+slab+IECC_2006_para00036Table.csv,24308.87,24117.67,5777.41,7122.5,7066.5,1692.78113,24378.49,23890.31,5723.89,7142.9,6999.9,1677.09977,1.1,0.85,0.286397517,-0.942711298,-0.926366659
1,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00001Table.csv,13815.95,11788.94,2486.23,4048.07,3454.2,728.46539,13555.86,12116.84,2543.55,3971.87,3550.2,745.26015,0.1,0.1,-1.882534317,2.781420552,2.305498687
2,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00002Table.csv,12285.4,13943.55,2945.82,3599.62,4085.5,863.12526,12113.82,14312.87,3020.15,3549.35,4193.7,884.90395,0.1,0.25,-1.396617123,2.648679856,2.523236315
3,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00003Table.csv,11491.35,15548.48,3319.02,3366.97,4555.7,972.47286,11145.26,16492.14,3511.79,3265.56,4832.2,1028.95447,0.1,0.4,-3.011743616,6.069146309,5.808039723
4,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00004Table.csv,10739.25,17611.64,3799.97,3146.6,5160.2,1113.39121,10444.62,18757.83,4033.9,3060.27,5496,1181.9327,0.1,0.55,-2.743487674,6.508138935,6.156101232
5,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00005Table.csv,10061.13,20308.2,4414.65,2947.91,5950.3,1293.49245,9945.26,20963.33,4561.52,2913.96,6142.3,1336.52536,0.1,0.7,-1.151659903,3.225938291,3.326877555
6,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00006Table.csv,9528.86,23391.43,5146.67,2791.96,6853.7,1507.97431,9559.75,23157.9,5092.46,2801.01,6785.3,1492.09078,0.1,0.85,0.324173091,-0.998357091,-1.053302427
7,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00007Table.csv,17276.31,11711,2570.48,5061.96,3431.3,753.15064,16964.27,12061.54,2633.99,4970.53,3534,771.75907,0.3,0.1,-1.80617273,2.993254205,2.470744764
8,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00008Table.csv,15502.15,13863.79,3039.41,4542.13,4062.1,890.54713,15297.29,14228.05,3114.35,4482.11,4168.8,912.50455,0.3,0.25,-1.321494115,2.627420063,2.465610102
9,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00009Table.csv,14592.38,15382.3,3402.7,4275.57,4507,996.9911,14168.63,16336.44,3597.92,4151.41,4786.6,1054.19056,0.3,0.4,-2.903912864,6.202843528,5.737208687
10,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00010Table.csv,13675.77,17442.63,3878.66,4007,5110.7,1136.44738,13338.26,18459.05,4094.63,3908.11,5408.5,1199.72659,0.3,0.55,-2.467941476,5.82721757,5.568160138
11,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00011Table.csv,12838.15,20051.49,4486.01,3761.58,5875.1,1314.40093,12709.58,20608.6,4612.75,3723.91,6038.3,1351.53575,0.3,0.7,-1.00146828,2.778397017,2.825227764
12,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00012Table.csv,12179.14,23037.04,5202.56,3568.49,6749.9,1524.35008,12229.67,22725.19,5129.89,3583.29,6658.5,1503.05777,0.3,0.85,0.414889721,-1.353689537,-1.396812339
13,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00013Table.csv,20255.84,11728.98,2655.63,5934.96,3436.6,778.09959,19932.02,12054.16,2715.8,5840.08,3531.9,795.7294,0.5,0.1,-1.598650068,2.772449096,2.265752383
14,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00014Table.csv,18319.34,13862.4,3124.36,5367.57,4061.7,915.43748,18112.14,14192.95,3193.86,5306.86,4158.5,935.80098,0.5,0.25,-1.131045114,2.384507733,2.224455569
15,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00015Table.csv,17308.44,15343.2,3490.09,5071.37,4495.6,1022.59637,16857.46,16226.58,3672.67,4939.24,4754.4,1076.09231,0.5,0.4,-2.605549662,5.757469107,5.231383718
16,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00016Table.csv,16254.3,17399.71,3969.74,4762.51,5098.1,1163.13382,15910.29,18287.69,4160.31,4661.71,5358.3,1218.97083,0.5,0.55,-2.116424577,5.10341839,4.800566284
17,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00017Table.csv,15299.47,19952.71,4570.67,4482.74,5846.1,1339.20631,15185.26,20374.19,4667.18,4449.28,5969.6,1367.48374,0.5,0.7,-0.746496447,2.112394757,2.111506628
18,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00018Table.csv,14542.91,22812.67,5262.4,4261.07,6684.1,1541.8832,14618.7,22430.29,5172.76,4283.28,6572.1,1515.61868,0.5,0.85,0.521147418,-1.67617381,-1.70340529
19,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00019Table.csv,22779.16,11825.81,2744.73,6674.29,3465,804.20589,22449.73,12165.14,2803.99,6577.77,3564.4,821.56907,0.7,0.1,-1.44619029,2.869401758,2.159046609
20,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00020Table.csv,20579.49,14143.1,3264.18,6029.79,4143.9,956.40474,20407.33,14414.63,3324.96,5979.35,4223.5,974.21328,0.7,0.25,-0.836561062,1.919876123,1.862029667
21,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00021Table.csv,19350.79,15880.93,3680.73,5669.78,4653.1,1078.45389,19025.6,16529.21,3822.11,5574.5,4843.1,1119.87823,0.7,0.4,-1.680499866,4.082128691,3.841085872
22,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00022Table.csv,18252.01,17977.06,4180.64,5347.84,5267.3,1224.92752,18039.6,18537.83,4308.43,5285.6,5431.6,1262.36999,0.7,0.55,-1.163762238,3.119364345,3.056709021
23,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00023Table.csv,17381.17,20227.88,4724.68,5092.68,5926.8,1384.33124,17284.3,20540.9,4798.29,5064.3,6018.5,1405.89897,0.7,0.7,-0.557327269,1.547468148,1.557989112
24,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00024Table.csv,16635.9,22780.37,5348.27,4874.32,6674.6,1567.04311,16697.4,22507.7,5284.21,4892.34,6594.8,1548.27353,0.7,0.85,0.369682434,-1.196951586,-1.197770494
25,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00025Table.csv,25005.44,11938.35,2823.37,7326.59,3497.9,827.24741,24680.33,12250.73,2884.94,7231.34,3589.5,845.28742,0.9,0.1,-1.300157086,2.616609498,2.180727287
26,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00026Table.csv,22526.33,14503.51,3410.9,6600.21,4249.5,999.3937,22423.63,14659.58,3446.08,6570.12,4295.3,1009.70144,0.9,0.25,-0.455910927,1.076084341,1.031399337
27,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00027Table.csv,21121.15,16443.45,3880.26,6188.5,4817.9,1136.91618,20921.12,16853.15,3975.48,6129.89,4938,1164.81564,0.9,0.4,-0.947060174,2.491569592,2.453959271
28,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00028Table.csv,19951.13,18708.79,4428.77,5845.68,5481.7,1297.62961,19901.09,18830.8,4457.31,5831.02,5517.4,1305.99183,0.9,0.55,-0.250812861,0.652153346,0.644422718
29,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00029Table.csv,19190.16,20605.65,4892.08,5622.72,6037.5,1433.37944,19138.03,20749.41,4926.78,5607.44,6079.6,1443.54654,0.9,0.7,-0.271649637,0.697672726,0.709309741
30,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00030Table.csv,18522.77,22732.62,5416.26,5427.17,6660.7,1586.96418,18557.38,22600.09,5375.76,5437.31,6621.8,1575.09768,0.9,0.85,0.186851103,-0.582994833,-0.747748446
31,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00031Table.csv,26265.66,12035.4,2879.36,7695.84,3526.4,843.65248,25954.68,12332.23,2939.03,7604.72,3613.3,861.13579,1.1,0.1,-1.183979386,2.466307726,2.072335519
32,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00032Table.csv,23683.76,14673.03,3492.9,6939.34,4299.2,1023.4197,23612.58,14778.28,3516.65,6918.49,4330,1030.37845,1.1,0.25,-0.300543495,0.717302425,0.679950757
33,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00033Table.csv,22196.39,16721.01,3990.71,6503.54,4899.3,1169.27803,22069.25,16971.48,4049.38,6466.29,4972.6,1186.46834,1.1,0.4,-0.572795847,1.49793583,1.470164457
34,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00034Table.csv,21012.9,18968.34,4537.55,6156.78,5557.7,1329.50215,21029.66,18919.48,4525.34,6161.69,5543.4,1325.92462,1.1,0.55,0.079760528,-0.257587116,-0.269087944
35,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00035Table.csv,20253.81,20792.18,4983.13,5934.37,6092.1,1460.05709,20259,20761.05,4976.06,5935.89,6083,1457.98558,1.1,0.7,0.025624808,-0.14971975,-0.141878699
36,2A,Gas,HOU+gasfurnace+slab+IECC_2018-para00036Table.csv,19610.88,22754.52,5467.9,5745.99,6667.1,1602.0947,19670.65,22537.65,5407.45,5763.5,6603.5,1584.38285,1.1,0.85,0.304779796,-0.953085365,-1.105543262
1,3A,Elec,MEM+elecres+slab+1990_para00001Table.csv,48029.92,10399.18,2979.41,14072.77,3047,872.96713,47647.11,10698.49,3033.74,13960.6,3134.7,888.88582,0.1,0.1,-0.797024022,2.878207705,1.823515394
2,3A,Elec,MEM+elecres+slab+1990_para00002Table.csv,45345.22,12213.13,3451.99,13286.15,3578.4,1011.43307,45030.98,12543.96,3523.33,13194.08,3675.4,1032.33569,0.1,0.25,-0.692994763,2.708806015,2.066634028
3,3A,Elec,MEM+elecres+slab+1990_para00003Table.csv,43652.66,13543.89,3831.9,12790.23,3968.4,1122.7467,42903.16,14395.98,4015.08,12570.63,4218,1176.41844,0.1,0.4,-1.716962953,6.291323984,4.780396148
