E+Version,Climate,System,Parametric,Heating [kBtuh],Cooling [kBtuh],Fan [kBtuh],Heat [kW],Cool [kW],Fan [kW],U,SHGC,Run
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00016Table.csv,36.33,0.00,1.30,10.64,0.0,0.3809,0.5,0.55,16
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00017Table.csv,36.05,0.00,1.57,10.56,0.0,0.46001,0.5,0.7,17
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00018Table.csv,35.73,0.00,1.88,10.47,0.0,0.55084,0.5,0.85,18
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00019Table.csv,40.07,0.00,1.12,11.74,0.0,0.32816,0.7,0.1,19
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00020Table.csv,40.06,0.00,1.12,11.74,0.0,0.32816,0.7,0.25,20
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00021Table.csv,40.00,0.00,1.17,11.72,0.0,0.34281,0.7,0.4,21
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00022Table.csv,39.76,0.00,1.40,11.65,0.0,0.4102,0.7,0.55,22
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00023Table.csv,39.49,0.00,1.65,11.57,0.0,0.48345,0.7,0.7,23
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00024Table.csv,39.19,0.00,1.94,11.48,0.0,0.56842,0.7,0.85,24
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00025Table.csv,43.06,0.00,1.21,12.62,0.0,0.35453,0.9,0.1,25
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00026Table.csv,43.05,0.00,1.21,12.61,0.0,0.35453,0.9,0.25,26
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00027Table.csv,43.00,0.00,1.25,12.60,0.0,0.36625,0.9,0.4,27
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00028Table.csv,42.72,0.00,1.52,12.52,0.0,0.44536,0.9,0.55,28
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00029Table.csv,42.49,0.00,1.75,12.45,0.0,0.51275,0.9,0.7,29
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00030Table.csv,42.22,0.00,2.00,12.37,0.0,0.586,0.9,0.85,30
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00031Table.csv,44.80,0.00,1.27,13.13,0.0,0.37211,1.1,0.1,31
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00032Table.csv,44.79,0.00,1.27,13.12,0.0,0.37211,1.1,0.25,32
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00033Table.csv,44.74,0.00,1.31,13.11,0.0,0.38383,1.1,0.4,33
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00034Table.csv,44.45,0.00,1.58,13.02,0.0,0.46294,1.1,0.55,34
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00035Table.csv,44.22,0.00,1.80,12.96,0.0,0.5274,1.1,0.7,35
9.2,6A,Elec,BVT+elecres+slab+IECC_2018_para00036Table.csv,43.98,0.00,2.03,12.89,0.0,0.59479,1.1,0.85,36
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00001Table.csv,0.00,8.69,3.79,0.00,2.5,1.11047,0.1,0.1,1
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00002Table.csv,0.00,8.55,1.87,0.00,2.5,0.54791,0.1,0.25,2
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00003Table.csv,0.00,8.14,1.87,0.00,2.4,0.54791,0.1,0.4,3
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00004Table.csv,0.00,8.54,1.99,0.00,2.5,0.58307,0.1,0.55,4
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00005Table.csv,0.00,9.95,2.28,0.00,2.9,0.66804,0.1,0.7,5
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00006Table.csv,0.00,11.32,2.64,0.00,3.3,0.77352,0.1,0.85,6
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00007Table.csv,0.00,8.69,1.87,0.00,2.5,0.54791,0.3,0.1,7
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00008Table.csv,0.00,9.10,0.00,0.00,2.7,0,0.3,0.25,8
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00009Table.csv,0.00,8.97,2.00,0.00,2.6,0.586,0.3,0.4,9
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00010Table.csv,0.00,8.61,2.01,0.00,2.5,0.58893,0.3,0.55,10
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00011Table.csv,0.00,10.02,2.29,0.00,2.9,0.67097,0.3,0.7,11
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00012Table.csv,0.00,11.38,2.65,0.00,3.3,0.77645,0.3,0.85,12
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00013Table.csv,0.00,9.87,2.09,0.00,2.9,0.61237,0.5,0.1,13
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00014Table.csv,0.00,9.55,2.10,0.00,2.8,0.6153,0.5,0.25,14
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00015Table.csv,0.00,9.44,2.10,0.00,2.8,0.6153,0.5,0.4,15
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00016Table.csv,0.00,8.98,2.10,0.00,2.6,0.6153,0.5,0.55,16
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00017Table.csv,0.00,10.12,2.32,0.00,3.0,0.67976,0.5,0.7,17
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00018Table.csv,0.00,11.45,2.67,0.00,3.4,0.78231,0.5,0.85,18
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00019Table.csv,0.00,10.13,2.15,0.00,3.0,0.62995,0.7,0.1,19
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00020Table.csv,0.00,9.94,2.20,0.00,2.9,0.6446,0.7,0.25,20
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00021Table.csv,0.00,9.79,2.20,0.00,2.9,0.6446,0.7,0.4,21
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00022Table.csv,0.00,9.70,2.20,0.00,2.8,0.6446,0.7,0.55,22
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00023Table.csv,0.00,10.40,2.38,0.00,3.0,0.69734,0.7,0.7,23
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00024Table.csv,0.00,11.57,2.70,0.00,3.4,0.7911,0.7,0.85,24
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00025Table.csv,0.00,10.36,2.21,0.00,3.0,0.64753,0.9,0.1,25
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00026Table.csv,0.00,10.29,2.28,0.00,3.0,0.66804,0.9,0.25,26
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00027Table.csv,0.00,10.15,2.28,0.00,3.0,0.66804,0.9,0.4,27
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00028Table.csv,0.00,10.03,2.28,0.00,2.9,0.66804,0.9,0.55,28
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00029Table.csv,0.00,10.69,2.46,0.00,3.1,0.72078,0.9,0.7,29
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00030Table.csv,0.00,11.70,2.73,0.00,3.4,0.79989,0.9,0.85,30
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00031Table.csv,0.00,10.50,2.24,0.00,3.1,0.65632,1.1,0.1,31
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00032Table.csv,0.00,10.41,2.31,0.00,3.1,0.67683,1.1,0.25,32
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00033Table.csv,0.00,10.32,2.32,0.00,3.0,0.67976,1.1,0.4,33
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00034Table.csv,0.00,10.22,2.32,0.00,3.0,0.67976,1.1,0.55,34
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00035Table.csv,0.00,10.88,2.51,0.00,3.2,0.73543,1.1,0.7,35
9.2,6A,Gas,BVT+gasfurnace+slab+1990_para00036Table.csv,0.00,11.78,2.75,0.00,3.5,0.80575,1.1,0.85,36
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00001Table.csv,0.00,6.45,3.79,0.00,1.9,1.11047,0.1,0.1,1
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00002Table.csv,0.00,6.11,1.35,0.00,1.8,0.39555,0.1,0.25,2
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00003Table.csv,0.00,6.06,1.37,0.00,1.8,0.40141,0.1,0.4,3
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00004Table.csv,0.00,6.94,1.61,0.00,2.0,0.47173,0.1,0.55,4
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00005Table.csv,0.00,7.87,1.86,0.00,2.3,0.54498,0.1,0.7,5
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00006Table.csv,0.00,9.65,2.25,0.00,2.8,0.65925,0.1,0.85,6
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00007Table.csv,0.00,6.78,1.43,0.00,2.0,0.41899,0.3,0.1,7
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00008Table.csv,0.00,6.87,0.00,0.00,2.0,0,0.3,0.25,8
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00009Table.csv,0.00,6.54,1.48,0.00,1.9,0.43364,0.3,0.4,9
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00010Table.csv,0.00,7.03,1.62,0.00,2.1,0.47466,0.3,0.55,10
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00011Table.csv,0.00,8.06,1.91,0.00,2.4,0.55963,0.3,0.7,11
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00012Table.csv,0.00,9.72,2.26,0.00,2.8,0.66218,0.3,0.85,12
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00013Table.csv,0.00,7.02,1.48,0.00,2.1,0.43364,0.5,0.1,13
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00014Table.csv,0.00,7.36,1.59,0.00,2.2,0.46587,0.5,0.25,14
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00015Table.csv,0.00,6.99,1.59,0.00,2.0,0.46587,0.5,0.4,15
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00016Table.csv,0.00,7.14,1.65,0.00,2.1,0.48345,0.5,0.55,16
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00017Table.csv,0.00,8.18,1.94,0.00,2.4,0.56842,0.5,0.7,17
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00018Table.csv,0.00,9.81,2.28,0.00,2.9,0.66804,0.5,0.85,18
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00019Table.csv,0.00,7.25,1.53,0.00,2.1,0.44829,0.7,0.1,19
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00020Table.csv,0.00,7.77,1.69,0.00,2.3,0.49517,0.7,0.25,20
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00021Table.csv,0.00,7.29,1.67,0.00,2.1,0.48931,0.7,0.4,21
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00022Table.csv,0.00,7.44,1.73,0.00,2.2,0.50689,0.7,0.55,22
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00023Table.csv,0.00,8.41,2.00,0.00,2.5,0.586,0.7,0.7,23
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00024Table.csv,0.00,9.95,2.32,0.00,2.9,0.67976,0.7,0.85,24
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00025Table.csv,0.00,7.46,1.58,0.00,2.2,0.46294,0.9,0.1,25
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00026Table.csv,0.00,8.11,1.77,0.00,2.4,0.51861,0.9,0.25,26
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00027Table.csv,0.00,7.97,1.77,0.00,2.3,0.51861,0.9,0.4,27
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00028Table.csv,0.00,7.88,1.84,0.00,2.3,0.53912,0.9,0.55,28
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00029Table.csv,0.00,9.06,2.08,0.00,2.7,0.60944,0.9,0.7,29
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00030Table.csv,0.00,10.08,2.35,0.00,3.0,0.68855,0.9,0.85,30
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00031Table.csv,0.00,7.59,1.61,0.00,2.2,0.47173,1.1,0.1,31
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00032Table.csv,0.00,8.32,1.82,0.00,2.4,0.53326,1.1,0.25,32
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00033Table.csv,0.00,8.17,1.82,0.00,2.4,0.53326,1.1,0.4,33
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00034Table.csv,0.00,8.07,1.89,0.00,2.4,0.55377,1.1,0.55,34
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00035Table.csv,0.00,9.22,2.12,0.00,2.7,0.62116,1.1,0.7,35
9.2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00036Table.csv,0.00,10.16,2.37,0.00,3.0,0.69441,1.1,0.85,36
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00001Table.csv,0.00,3.64,3.91,0.00,1.1,1.14563,0.1,0.1,1
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00002Table.csv,0.00,4.33,0.98,0.00,1.3,0.28714,0.1,0.25,2
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00003Table.csv,0.00,5.06,1.18,0.00,1.5,0.34574,0.1,0.4,3
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00004Table.csv,0.00,6.08,1.42,0.00,1.8,0.41606,0.1,0.55,4
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00005Table.csv,0.00,7.15,1.71,0.00,2.1,0.50103,0.1,0.7,5
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00006Table.csv,0.00,8.45,2.05,0.00,2.5,0.60065,0.1,0.85,6
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00007Table.csv,0.00,4.21,0.92,0.00,1.2,0.26956,0.3,0.1,7
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00008Table.csv,0.00,4.41,0.00,0.00,1.3,0,0.3,0.25,8
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00009Table.csv,0.00,5.14,1.20,0.00,1.5,0.3516,0.3,0.4,9
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00010Table.csv,0.00,6.16,1.44,0.00,1.8,0.42192,0.3,0.55,10
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00011Table.csv,0.00,7.22,1.72,0.00,2.1,0.50396,0.3,0.7,11
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00012Table.csv,0.00,8.54,2.07,0.00,2.5,0.60651,0.3,0.85,12
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00013Table.csv,0.00,4.83,1.04,0.00,1.4,0.30472,0.5,0.1,13
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00014Table.csv,0.00,4.57,1.04,0.00,1.3,0.30472,0.5,0.25,14
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00015Table.csv,0.00,5.23,1.22,0.00,1.5,0.35746,0.5,0.4,15
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00016Table.csv,0.00,6.08,1.46,0.00,1.8,0.42778,0.5,0.55,16
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00017Table.csv,0.00,7.34,1.75,0.00,2.2,0.51275,0.5,0.7,17
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00018Table.csv,0.00,8.63,2.09,0.00,2.5,0.61237,0.5,0.85,18
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00019Table.csv,0.00,5.24,1.13,0.00,1.5,0.33109,0.7,0.1,19
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00020Table.csv,0.00,4.95,1.13,0.00,1.5,0.33109,0.7,0.25,20
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00021Table.csv,0.00,5.48,1.29,0.00,1.6,0.37797,0.7,0.4,21
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00022Table.csv,0.00,6.57,1.54,0.00,1.9,0.45122,0.7,0.55,22
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00023Table.csv,0.00,7.58,1.81,0.00,2.2,0.53033,0.7,0.7,23
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00024Table.csv,0.00,8.77,2.13,0.00,2.6,0.62409,0.7,0.85,24
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00025Table.csv,0.00,5.43,1.18,0.00,1.6,0.34574,0.9,0.1,25
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00026Table.csv,0.00,5.30,1.22,0.00,1.6,0.35746,0.9,0.25,26
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00027Table.csv,0.00,5.77,1.36,0.00,1.7,0.39848,0.9,0.4,27
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00028Table.csv,0.00,7.02,1.64,0.00,2.1,0.48052,0.9,0.55,28
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00029Table.csv,0.00,7.90,1.89,0.00,2.3,0.55377,0.9,0.7,29
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00030Table.csv,0.00,8.88,2.16,0.00,2.6,0.63288,0.9,0.85,30
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00031Table.csv,0.00,5.56,1.21,0.00,1.6,0.35453,1.1,0.1,31
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00032Table.csv,0.00,5.50,1.27,0.00,1.6,0.37211,1.1,0.25,32
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00033Table.csv,0.00,5.94,1.41,0.00,1.7,0.41313,1.1,0.4,33
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00034Table.csv,0.00,7.22,1.70,0.00,2.1,0.4981,1.1,0.55,34
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00035Table.csv,0.00,8.06,1.93,0.00,2.4,0.56549,1.1,0.7,35
9.2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00036Table.csv,0.00,8.98,2.18,0.00,2.6,0.63874,1.1,0.85,36
9.2,7,Elec,DLH+elecres+slab+1990_para00001Table.csv,75.08,0.00,3.05,22.00,0.0,0.89365,0.1,0.1,1
9.2,7,Elec,DLH+elecres+slab+1990_para00002Table.csv,75.08,0.00,2.31,22.00,0.0,0.67683,0.1,0.25,2
9.2,7,Elec,DLH+elecres+slab+1990_para00003Table.csv,75.08,0.00,2.31,22.00,0.0,0.67683,0.1,0.4,3
9.2,7,Elec,DLH+elecres+slab+1990_para00004Table.csv,75.08,0.00,2.31,22.00,0.0,0.67683,0.1,0.55,4
9.2,7,Elec,DLH+elecres+slab+1990_para00005Table.csv,75.07,0.00,2.31,22.00,0.0,0.67683,0.1,0.7,5
9.2,7,Elec,DLH+elecres+slab+1990_para00006Table.csv,74.96,0.00,2.42,21.96,0.0,0.70906,0.1,0.85,6
9.2,7,Elec,DLH+elecres+slab+1990_para00007Table.csv,79.92,0.00,2.47,23.42,0.0,0.72371,0.3,0.1,7
9.2,7,Elec,DLH+elecres+slab+1990_para00008Table.csv,79.92,0.00,0.00,23.42,0.0,0,0.3,0.25,8
9.2,7,Elec,DLH+elecres+slab+1990_para00009Table.csv,79.92,0.00,2.47,23.42,0.0,0.72371,0.3,0.4,9
9.2,7,Elec,DLH+elecres+slab+1990_para00010Table.csv,79.91,0.00,2.47,23.41,0.0,0.72371,0.3,0.55,10
9.2,7,Elec,DLH+elecres+slab+1990_para00011Table.csv,79.91,0.00,2.47,23.41,0.0,0.72371,0.3,0.7,11
9.2,7,Elec,DLH+elecres+slab+1990_para00012Table.csv,79.91,0.00,2.47,23.41,0.0,0.72371,0.3,0.85,12
9.2,7,Elec,DLH+elecres+slab+1990_para00013Table.csv,84.16,0.00,2.61,24.66,0.0,0.76473,0.5,0.1,13
9.2,7,Elec,DLH+elecres+slab+1990_para00014Table.csv,84.16,0.00,2.61,24.66,0.0,0.76473,0.5,0.25,14
9.2,7,Elec,DLH+elecres+slab+1990_para00015Table.csv,84.16,0.00,2.61,24.66,0.0,0.76473,0.5,0.4,15
9.2,7,Elec,DLH+elecres+slab+1990_para00016Table.csv,84.16,0.00,2.61,24.66,0.0,0.76473,0.5,0.55,16
9.2,7,Elec,DLH+elecres+slab+1990_para00017Table.csv,84.16,0.00,2.61,24.66,0.0,0.76473,0.5,0.7,17
9.2,7,Elec,DLH+elecres+slab+1990_para00018Table.csv,84.16,0.00,2.61,24.66,0.0,0.76473,0.5,0.85,18
9.2,7,Elec,DLH+elecres+slab+1990_para00019Table.csv,89.47,0.00,2.78,26.21,0.0,0.81454,0.7,0.1,19
9.2,7,Elec,DLH+elecres+slab+1990_para00020Table.csv,89.47,0.00,2.78,26.21,0.0,0.81454,0.7,0.25,20
9.2,7,Elec,DLH+elecres+slab+1990_para00021Table.csv,89.46,0.00,2.78,26.21,0.0,0.81454,0.7,0.4,21
9.2,7,Elec,DLH+elecres+slab+1990_para00022Table.csv,89.46,0.00,2.78,26.21,0.0,0.81454,0.7,0.55,22
9.2,7,Elec,DLH+elecres+slab+1990_para00023Table.csv,89.46,0.00,2.78,26.21,0.0,0.81454,0.7,0.7,23
9.2,7,Elec,DLH+elecres+slab+1990_para00024Table.csv,89.45,0.00,2.78,26.21,0.0,0.81454,0.7,0.85,24
9.2,7,Elec,DLH+elecres+slab+1990_para00025Table.csv,92.84,0.00,2.89,27.20,0.0,0.84677,0.9,0.1,25
9.2,7,Elec,DLH+elecres+slab+1990_para00026Table.csv,92.84,0.00,2.89,27.20,0.0,0.84677,0.9,0.25,26
9.2,7,Elec,DLH+elecres+slab+1990_para00027Table.csv,92.84,0.00,2.89,27.20,0.0,0.84677,0.9,0.4,27
9.2,7,Elec,DLH+elecres+slab+1990_para00028Table.csv,92.84,0.00,2.89,27.20,0.0,0.84677,0.9,0.55,28
9.2,7,Elec,DLH+elecres+slab+1990_para00029Table.csv,92.84,0.00,2.89,27.20,0.0,0.84677,0.9,0.7,29
9.2,7,Elec,DLH+elecres+slab+1990_para00030Table.csv,92.84,0.00,2.89,27.20,0.0,0.84677,0.9,0.85,30
9.2,7,Elec,DLH+elecres+slab+1990_para00031Table.csv,93.22,0.00,2.91,27.31,0.0,0.85263,1.1,0.1,31
9.2,7,Elec,DLH+elecres+slab+1990_para00032Table.csv,93.22,0.00,2.91,27.31,0.0,0.85263,1.1,0.25,32
9.2,7,Elec,DLH+elecres+slab+1990_para00033Table.csv,93.22,0.00,2.91,27.31,0.0,0.85263,1.1,0.4,33
9.2,7,Elec,DLH+elecres+slab+1990_para00034Table.csv,93.22,0.00,2.91,27.31,0.0,0.85263,1.1,0.55,34
9.2,7,Elec,DLH+elecres+slab+1990_para00035Table.csv,93.22,0.00,2.91,27.31,0.0,0.85263,1.1,0.7,35
9.2,7,Elec,DLH+elecres+slab+1990_para00036Table.csv,93.21,0.00,2.91,27.31,0.0,0.85263,1.1,0.85,36
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00001Table.csv,54.52,0.00,3.05,15.97,0.0,0.89365,0.1,0.1,1
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00002Table.csv,54.52,0.00,1.63,15.97,0.0,0.47759,0.1,0.25,2
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00003Table.csv,54.51,0.00,1.63,15.97,0.0,0.47759,0.1,0.4,3
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00004Table.csv,54.51,0.00,1.63,15.97,0.0,0.47759,0.1,0.55,4
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00005Table.csv,54.47,0.00,1.67,15.96,0.0,0.48931,0.1,0.7,5
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00006Table.csv,54.11,0.00,2.02,15.85,0.0,0.59186,0.1,0.85,6
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00007Table.csv,59.50,0.00,1.80,17.43,0.0,0.5274,0.3,0.1,7
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00008Table.csv,59.50,0.00,0.00,17.43,0.0,0,0.3,0.25,8
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00009Table.csv,59.50,0.00,1.80,17.43,0.0,0.5274,0.3,0.4,9
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00010Table.csv,59.49,0.00,1.80,17.43,0.0,0.5274,0.3,0.55,10
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00011Table.csv,59.49,0.00,1.80,17.43,0.0,0.5274,0.3,0.7,11
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00012Table.csv,59.24,0.00,2.04,17.36,0.0,0.59772,0.3,0.85,12
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00013Table.csv,63.88,0.00,1.94,18.72,0.0,0.56842,0.5,0.1,13
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00014Table.csv,63.87,0.00,1.94,18.71,0.0,0.56842,0.5,0.25,14
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00015Table.csv,63.87,0.00,1.94,18.71,0.0,0.56842,0.5,0.4,15
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00016Table.csv,63.87,0.00,1.94,18.71,0.0,0.56842,0.5,0.55,16
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00017Table.csv,63.86,0.00,1.94,18.71,0.0,0.56842,0.5,0.7,17
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00018Table.csv,63.74,0.00,2.06,18.68,0.0,0.60358,0.5,0.85,18
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00019Table.csv,67.74,0.00,2.07,19.85,0.0,0.60651,0.7,0.1,19
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00020Table.csv,67.74,0.00,2.07,19.85,0.0,0.60651,0.7,0.25,20
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00021Table.csv,67.73,0.00,2.07,19.84,0.0,0.60651,0.7,0.4,21
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00022Table.csv,67.73,0.00,2.07,19.84,0.0,0.60651,0.7,0.55,22
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00023Table.csv,67.73,0.00,2.07,19.84,0.0,0.60651,0.7,0.7,23
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00024Table.csv,67.69,0.00,2.10,19.83,0.0,0.6153,0.7,0.85,24
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00025Table.csv,71.16,0.00,2.18,20.85,0.0,0.63874,0.9,0.1,25
9.2,7,Elec,DLH+elecres+slab+IECC_2006_para00026Table.csv,71.16,0.00,2.18,20.85,0.0,0.63874,0.9,0.25,26
